ut	nuts2
000238347000017	FRF1
000361548801108	UKN0
000275384101199	HU11
000182310700009	ITH4
000246863000022	CH04
000169285300063	ES22
000264607500016	RO42
000221740500027	UKJ2
000262093801154	SI04
000297469605100	IE06
000262905700016	PL52
000258766000006	UKF1
000167322700008	UKH2
000307429500009	DK02
000271482300002	ES62
000276834601189	FR10
000262553900006	UKI3
000244854900003	AT22
000238764700021	FR10
000242783800003	UKF1
000236759900120	ITH3
000297160600330	HR05
000260099100006	EL30
000255677200009	ITH3
000259673500102	EL61
000230132200008	IE06
000261799200032	PL43
000261616700026	DE11
000225860300570	SE23
000264588900003	SE22
000250260500007	DEA2
000232973100040	ES42
000258223900032	FR10
000245571200007	ITH5
000247812800013	ES30
000270785600010	CH02
000280762000132	PT17
000255993601158	DEA2
000245112100010	NL11
000265494900006	PT17
000256122500012	NL33
000171342100001	DK02
000223029400012	ES11
000258258700061	EL63
000267089000008	UKE3
000167511400002	DK02
000207441000007	ES30
000258730100078	FRL0
000256251400017	DE30
000243267200015	DE40
000266702101041	UKL1
000246271100018	ES21
000246074300017	SE11
000259899400021	PT17
000271244500048	UKM5
000247295500009	IE06
000279550600022	FRC2
000279088500007	ES30
000283451900009	DK01
000249942400051	ES30
000253304300048	UKI3
000266153800005	TR41
000169795200005	UKD3
000253827600005	NL31
000228097500008	ES51
000253056500004	ES62
000262948900010	RO42
000235784500034	DEA5
000250857400073	ITH3
000178019100064	DK01
000261859000008	ITI4
000269315000021	RO21
000275735500135	ITC4
000258223900027	ES21
000220729400014	DE50
000272918700017	ITG1
000264431500002	DK02
000257878600016	PT17
000280464300185	DE21
000270497301169	UKI3
000276054100096	ES51
000165473800032	PT17
000188808100026	UKF1
000241050400009	UKI3
000258032200079	UKM7
000262976900022	ITF3
000207441000007	ES51
000246746600012	DE27
000256881000005	UKG1
000241050400004	ITF4
000185820600002	UKI3
000265944200088	SE22
000180311800034	DEB3
000181254400017	DEA1
000240510100005	UKI3
000239750900005	ES30
000224411400051	PT17
000262093801063	ES24
000254117100003	DEA4
000178571500009	ITC1
000260446900086	UKD7
000243157800019	ES30
000232410900004	IE05
000177309000001	DEB3
000253056500004	DK01
000258931600006	AT31
000087229800002	UKJ1
000272212400001	ES61
000270761500013	FR10
000264403800239	NL32
000441136100002	UKG3
000275384101110	CH03
000224601300012	DE60
000223837200003	UKH1
000244799800020	DK05
000178587400004	ES61
000177163000032	UKI3
000248118800045	ITC1
000232113000003	DE12
000226149100004	DK02
000177210600052	DE71
000182533900228	BE32
000177557700007	UKK1
000260398502256	ES51
000170062900014	ITG2
000246229100001	PL21
000166621000014	UKJ1
000245905000032	ES21
000272394400056	DEA2
000270810300077	FRK2
000243474900004	UKH2
000258183100007	NL11
000268616500029	ITI4
000233877800004	UKD4
000182870000046	ES11
000175392800003	UKH1
000274911100011	FRC2
000187735300026	DE21
000242051800007	NL33
000255720700024	DK01
000262646901060	DEE0
000403011200072	NO06
000275384100161	DK05
000171221700070	UKD3
000264047300009	UKN0
000089765100019	ITH3
000224302300022	ES51
000182302700009	FRF3
000238053100011	EL30
000305809200098	FR10
000244799800009	ES52
000184578300016	AT22
000188297300009	DEA1
000187434200012	UKD3
000178587600001	UKM7
000258223900026	UKM8
000264199700003	CH03
000262817200013	UKD3
000184161000012	DEA1
000183743600006	FRI2
000267533800010	FR10
000237209000015	UKE3
000251070000023	DK05
000246456700028	UKJ1
000089252000038	PT17
000208096200001	DE30
000188553100010	UKM7
000261180500008	ITG2
000177537400008	DK04
000247041300007	UKC2
000206300800002	UKD3
000234572000012	FRJ2
000253020500001	BE24
000169459300052	UKE3
000243267200005	RO32
000266723000011	DK05
000166246000005	UKH1
000280762000101	ES51
000174752100012	DEB3
000271482300005	DK01
000268919201258	ES61
000258179000022	ITH4
000262494800004	CH01
000255085300021	ITF6
000171417300010	ES30
000169791700027	AT13
000278587400065	FRF3
000271964000219	ITI4
000253872900010	ES21
000249508500031	UKD3
000189492400086	DK05
000256943100133	RO11
000275045700054	ITH3
000272263600003	DK01
000247338400006	FRF3
000221700300057	DEB3
000222418200013	DED2
000279924100196	UKM8
000273727400001	PT16
000257260600092	NO06
000261616700006	ES52
000295333400006	ITH3
000261494200003	ES30
000307488600043	NL32
000169426300009	ITI3
000087190300003	DE30
000253077900005	ITG1
000246891500141	ITI1
000243963200002	DK05
000297448500007	SE12
000220531500009	TR63
000237371300003	ITG1
000262093801022	PT16
000240247600012	UKC1
000243246400001	UKN0
000165951700009	UKG2
000258947100026	IE06
000265713000020	UKM7
000270810300223	ES61
000258766000003	ES21
000235555900009	DK04
000377106100022	UKE3
000246750100007	PT11
000259854300019	TR33
000266019300008	DK05
000255993601024	ITC1
000226614200022	UKF1
000238896800012	EL63
000266176400001	ES22
000298981800079	DK01
000259800500019	DEG0
000246821000016	DEA1
000364725700042	ITI1
000179176300048	DEA4
000166107300355	DK03
000278587400007	FRM0
000272302900166	CZ06
000176465800016	CH04
000259037000015	ITC4
000259332600084	UKL1
000265033400029	EL30
000328972800007	SE31
000260398501171	DE30
000269838700042	UKM8
000267729400008	FRH0
000178228600012	DK05
000239834900001	DED4
000244382903014	UKF1
000265940900019	ES51
000228022700011	UKI3
000237232300005	ES30
000261582500007	TR10
000175479500001	ES61
000274551000111	UKI7
000268192100011	UKH1
000254539900019	ES11
000230969500026	ITG1
000236288200021	FI19
000264119800006	ES30
000167746900004	FRJ2
000088678400001	UKD6
000274798400009	UKJ1
000227359500010	DE91
000250932300027	PL41
000279099500055	ITF3
000225969900005	ITH4
000246381600008	UKJ3
000247445500008	BE24
000297469605035	NL33
000254539900011	ES51
000234673203004	UKD3
000279630100118	FRF3
000267035200026	FRI3
000271160800003	UKJ1
000220554400050	DK05
000281966900108	UKF2
000273295700042	ES52
000089912900208	FR10
000441136100002	UKI3
000249785900024	PT17
000240711800003	DE30
000170117500014	DE25
000271350700007	DED2
000253702600007	UKM7
000253653100037	ES22
000224278600050	UKG2
000254778200004	FR10
000248703700003	ES12
000252251603112	ITC1
000270146400030	DE30
000172432800036	DK03
000236473500003	BE24
000257519100046	UKJ3
000241190900015	UKM5
000265528100011	IE06
000246921800032	FRF3
000271237200008	DE71
000221610800047	EL30
000281438500003	FI1B
000260398502081	DE11
000250568700003	UKM7
000238056400014	PT17
000233365800173	FRJ1
000183482400006	FI1B
000177191000005	ITC3
000248674000057	CH01
000183117300026	DK03
000280762000058	ITC4
000387091900119	DK05
000186431800050	PL21
000261762800001	IE06
000377221104080	UKI3
000304089200001	DK05
000248118800249	FRH0
000269973600005	FRK2
000179678900061	ITI4
000272302900166	CZ01
000172726400015	PT11
000271352000141	BE33
000255636400016	PL21
000237744500011	UKM5
000226240900003	FRI1
000268919201142	CH01
000252258802178	FRI3
000271097200007	UKD3
000276834600101	ES42
000087064900001	DE91
000250850400005	FRJ2
000255787100015	RO42
000267036200015	UKM8
000270720100024	ITC1
000412481100064	DK05
000237188500111	ITG1
000305750000036	ES61
000228097500015	PL91
000225345400005	SE11
000255599900003	EL63
000244799800006	NL22
000229393000006	SE23
000260398501208	CH03
000176794500001	UKI3
000241354900014	DEE0
000291411400118	ITG1
000235917100029	SE33
000239023800006	SE22
000175859600017	ES51
000222120900053	DE71
000232395300060	ITF4
000247666100003	DE14
000260351200008	FRK2
000270139900036	ES42
000272581600003	FR10
000259574200035	DEA1
000250724900011	DK02
000085924400052	ES30
000232367900055	ITF3
000270133400018	DEB3
000185565700002	FRE2
000277660000295	NO06
000168622400004	SE11
000252884600030	DE91
000262253500006	PT16
000258258700059	ITC1
000258436000001	TR90
000237950500052	NL11
000165951700009	UKK1
000247839300032	FRB0
000243914400044	PT11
000253304300007	ES21
000284040100003	PT17
000239252600032	ES42
000241839700029	EL64
000254423900003	DED2
000206342900006	UKI7
000265212200018	ITC4
000165399000056	PT11
000255859500058	ES30
000255993601079	ES51
000273604000001	ITI3
000229516100003	ES24
000184782300203	DE94
000178057200036	ES42
000227020600005	NL33
000258730100077	ITG2
000177606900009	DEB3
000233846200013	SE11
000234305200064	ES61
000260075900005	PT17
000237951400034	ES24
000222586600067	PL63
000165232000006	UKM8
000261679000020	UKC1
000244799800006	NL33
000249900500007	ES30
000261376000013	UKM8
000251593900002	UKG1
000266229300071	FRF3
000241290700004	EL52
000175331300027	UKJ3
000165835900026	SK01
000259793800080	FRL0
000179169600004	ES51
000237188500128	FI1B
000265089100385	BE24
000267499600011	CH04
000262876200005	FRE1
000262093801022	PT17
000228097500021	FI19
000269711300010	TR31
000264630400005	FRG0
000251070000009	DEA2
000297160600330	AT13
000276834601170	SE23
000276834600226	BE10
000182225400003	UKD7
000245905000054	DK05
000261213800014	PT16
000245297200149	ITI4
000183743600006	FRC2
000237581900065	ITH3
000263224900017	UKM8
000271682100047	ES51
000256330700005	EL54
000181259000012	UKJ4
000248118800076	UKN0
000253839200028	TR42
000240238900061	PL63
000221578600017	EL64
000182732100014	ITG1
000237036501118	DK05
000224223400019	PL91
000264734600002	NO06
000289663400015	FRE2
000230693000003	ITI1
000236582800018	FR10
000269315000430	EL52
000279630101068	DK03
000224302200053	DE21
000241049900033	EL30
000170859300028	CH02
000272403600020	NL12
000172432800042	DK05
000252396500005	DE30
000256711300011	ES30
000222924800049	ITG1
000177917100006	FR10
000181943900008	DE94
000171751500015	EL30
000225571700001	DE73
000254940500097	NL41
000248352100009	ES62
000310389000008	EL30
000228289000075	DE30
000262093801057	FRD2
000265262500009	CH03
000273727400001	PT17
000173448300260	DE12
000257260800046	ES24
000228818200002	ES24
000258190400054	DE40
000230474200011	ES41
000262357100010	AT31
000258118000011	DE30
000244334100049	DEA5
000180981100046	SE11
000186356600025	DE26
000263685300001	AT13
000227686800004	ES70
000260027300040	CH01
000255677200021	ITG1
000266229301116	NO06
000165341900099	ES22
000245541600040	ITH2
000275553500001	UKM7
000246863000038	UKF1
000270146400033	DED2
000426871600005	DE11
000244334100014	FRE2
000251345402009	ES11
000237313000030	PT11
000184241900231	DE91
000227320300035	ITH4
000182554300006	UKE4
000268004200005	EL63
000262870900011	DEB3
000266683800001	ES70
000269315000081	DEA2
000223064800002	ITI4
000243802100008	DE71
000259673500099	FRE1
000312901702095	DK05
000272105300008	ITI4
000236467400093	ITI4
000266904100021	DE30
000276912800003	UKK1
000321744600009	ES61
000270720100013	ITH5
000307488600043	NL21
000244799800009	UKF1
000269838700052	ES21
000257582900025	DED2
000319018100011	DK02
000245905006065	DK05
000231406800003	UKH2
000247080001035	ES30
000260586500034	DK01
000247080000053	ITG1
000274911100010	FRE1
000257292200016	ITI1
000087071000049	DE71
000187569900032	DE21
000233262000034	FR10
000255181700126	MK00
000279630101151	ITC1
000260446900024	UKC1
000252021900018	ITI1
000225636400004	DEF0
000432748600011	ITI1
000237950500052	NL41
000272456800002	DE73
000266019300032	ES30
000089296600005	EL51
000088621300027	DEA2
000179806500117	DK05
000236026000009	UKH1
000185101000019	FR10
000249447700008	CH04
000243587200024	ES51
000246890200018	FR10
000261007300013	DED2
000270720100010	ES43
000227044600012	ES61
000186355700003	BE10
000179701000001	DE24
000253056500004	DK02
000265033400032	UKI3
000275384100146	UKF1
000259574000064	SE23
000228328800039	SE11
000260446900231	ITH3
000251345401074	UKI3
000261074500005	PT16
000253209000020	DEA2
000271377000008	PT11
000258276600004	PL81
000275384101191	ES51
000179806500118	ITH3
000184925700018	DEA1
000267380100004	DEE0
000170079100012	DE30
000263861100001	DE40
000263224700004	TR10
000188951000047	EL52
000225171700003	UKJ2
000253872900010	ES51
000270127500054	EL51
000184241900231	DEA2
000185194400038	ITC1
000250744500138	AT13
000235748700001	SE11
000256404300004	FR10
000309749600004	DK05
000246289400004	ITH4
000262646901069	SE23
000236969300064	BE24
000253702200249	UKM5
000246281500010	UKC2
000230672700021	UKH1
000266229301120	ES51
000255993601074	FRJ2
000181131300008	CH02
000268899000001	DK05
000223035700007	TRB1
000168452700010	DE13
000229705800020	ES30
000248118800242	NL33
000265252900015	UKE3
000183482400006	HU11
000247666100003	SE12
000252105000011	DE91
000182959600045	FRF1
000246355900039	DE30
000224900700025	NL32
000248196900012	UKJ3
000168912600001	DEA1
000242528500003	UKJ3
000172150700056	FRE2
000243165900012	ITI1
000251684300023	ES51
000240963500002	TR90
000276834601144	EL30
000262985500062	ITF6
000409970400021	BG41
000242708900071	DE40
000265898200005	ES30
000222418200006	DE25
000085790400003	ITI1
000174745600015	DE25
000263456400004	ES51
000207766100007	UKG3
000237744500018	DK05
000271680900038	FRL0
000271268400029	DE40
000262224600015	ES30
000260877500012	ITC4
000275524900283	DE30
000243172600086	UKN0
000182127200022	ES24
000171322000125	EL30
000245905004047	ES52
000248583500016	CH01
000233076100006	DEB3
000233399600010	UKF2
000186355900007	DK02
000258766000008	NO06
000176323000011	NO06
000246148100025	FR10
000260640600006	DEA5
000176762900037	ES51
000260398501107	CH04
000245506100024	UKC2
000259848100011	ES24
000279099500001	UKL2
000270149700300	UKJ1
000260152300002	NL22
000275031500011	UKJ1
000245905003048	ES21
000260923400016	EL63
000230104400002	CZ01
000258184600059	UKI3
000279630100145	ES30
000253190800003	NL33
000263458800052	NL33
000176062900013	EL30
000248536200038	NL31
000223789200010	UKD3
000222011100009	UKI3
000250514000001	DK01
000261180500008	ITI4
000182825400024	ES51
000279924000184	FRE1
000169098100019	FRL0
000247952800001	ES51
000227403100020	CH01
000233234700002	DE93
000223135800035	NL31
000223446500008	ITC1
000267562100009	PT11
000087416200046	UKJ2
000232742900008	DK02
000258698300007	FRK2
000266702101099	UKF1
000225505100194	DEA4
000257009900036	TR31
000178383100016	ITG2
000244136500024	DEA2
000274786400024	CH04
000262093801023	IE04
000247340600021	DEA1
000275929801228	UKI3
000259188500001	IE05
000262871800027	UKD3
000275384100048	FRE1
000180444200058	FR10
000166617800002	DE71
000262310400014	ES30
000174631000018	CH02
000177936100023	ES51
000243914400035	UKN0
000259731900012	SE11
000242768700012	UKD3
000183479200018	ITI4
000229131800006	FRK2
000235126000003	ES42
000244170000042	DEA2
000185722100327	UKE3
000265573400007	SE12
000246214200016	ES70
000270938400229	ITF3
000264403801040	UKG2
000234724500008	NL33
000250559200039	UKM8
000280342700001	DEC0
000268793900008	AT13
000253304300007	EL30
000242974000014	ITF3
000173245100219	ES61
000260398502188	ES51
000228314600001	PT17
000243311200079	FRG0
000331082600083	UKE1
000181685600007	ES30
000185767200015	NL11
000262496400006	ITC3
000262519100020	BE21
000184137900034	DE25
000249224300011	UKL2
000188761300002	DED2
000167474900068	FRH0
000257284200003	ES51
000250405500119	UKF1
000265107300004	DEA1
000184497900187	DK05
000221845700006	UKI3
000173561900336	SE23
000252257700057	DEB3
000238418300015	FRK2
000166336500006	TR10
000263146900084	TR71
000270497300207	DK05
000237036502019	SE11
000239554200002	ES61
000253138600008	FR10
000260398502261	CH03
000236119000015	DE30
000243590300007	UKD7
000246568600140	DE30
000426933001033	UKF1
000189128300001	DK05
000220729400100	ES24
000181192300047	TR42
000239030200006	DK05
000085551900006	UKI3
000182824400002	DEE0
000254471100011	NL33
000224587600755	BE24
000250910500031	EL30
000254842200041	DED2
000254024800064	ES61
000232799401045	DEA1
000269909900008	DEB3
000258573300013	UKK4
000259927100015	FRD2
000254851700048	ITC4
000089303800004	ITC4
000247599300062	DE21
000251500600036	ES30
000262814100003	DK01
000266229301165	ES30
000328702700007	BE23
000172169500053	ITC3
000181227400005	DED4
000232301200084	FRD1
000258223900002	ES51
000268919201388	UKI7
000267727400004	ITF4
000224587600409	BE24
000184015000005	ES70
000260257800017	ES61
000280762001352	ITF4
000271244500047	DK05
000175101100034	PL21
000231914000007	UKE3
000245413900011	UKJ1
000172432800037	SE11
000180323900002	SE31
000186355700003	DK01
000089721900003	UKJ4
000272165400040	RO42
000186571200096	CH02
000255906400048	FRK2
000222841000006	UKD3
000233365800175	ITF3
000254996500001	ES30
000181518200038	CH04
000177436700003	DE30
000250141300045	DE94
000225735200123	SE11
000253209000004	EL52
000272723000040	UKE3
000258766700013	ES61
000279924100139	UKD3
000278587400065	FRI3
000225529000003	UKE4
000250514000001	DK02
000250141300071	UKK1
000268229600030	DK01
000255834800138	ITH5
000269393900048	FR10
000264355300002	UKM8
000278475100004	ES12
000187671200004	UKM8
000259848100001	TR90
000267270600090	NL41
000168904200026	ITH3
000243632000013	UKK1
000225785300029	DEA1
000271666800076	UKM7
000269637900033	RS11
000208232800008	UKI3
000262637600004	FR10
000232617700008	FR10
000267439500025	FI1C
000173612900052	SE22
000276954300026	CZ01
000225148600153	UKE3
000241484300036	UKH1
000245158200029	UKI3
000229333200024	NL33
000264606800034	FI1C
000238418300016	UKJ1
000221846000018	SE22
