ut	nuts2
000381238300032	BE23
000339039700005	DED2
000402491400010	UKH1
000350684900015	SE23
000337858500010	ES11
000376706600005	UKD3
000513310000039	UKM8
000401776300027	FR10
000481578300021	FR10
000329137000019	DE11
000178587600001	PT17
000448356000005	ITH5
000413829200013	ES11
000308054400010	ITG1
000457142800070	ES21
000283758200060	DED2
000289431200004	ITC4
000370210400065	DE91
000367409500081	PT17
000479025700021	NO06
000316166800004	PT17
000435533100004	CH01
000404104800154	UKI3
000363499000007	SE12
000279973500002	EL63
000237175200004	UKN0
000324806600002	SE23
000333421200015	NL21
000270115900002	NL11
000285896200005	DK01
000327231500006	PL71
000298254800066	ITF3
000333403000014	NO06
000353755100051	ES13
000435620100007	FRG0
000371948100090	NL32
000292709400025	FRI1
000423156900241	LT02
000363312900053	FRK2
000424175900049	UKK3
000360025100010	CH01
000405323900001	UKI3
000502007800118	PL81
000380489300065	ES21
000451356200021	ES61
000366071800007	FRK2
000302971200022	FRF3
000363499000005	UKJ3
000407655300031	ES21
000370026100001	FRJ1
000367486600005	ITH5
000391457700001	NL33
000298378600007	FRG0
000392779500023	UKK4
000426981500126	NL41
000460839100007	NO06
000332812300002	NL21
000287900700006	PL91
000472243300027	UKK4
000467268100073	ES12
000334273000010	ITF5
000334287900011	NL33
000406700200148	IE06
000446604500013	PT16
000314384400006	FR10
000496648000001	NL33
000388667900080	UKK1
000451048400026	NL41
000181309600032	SE23
000347580600093	IE05
000324898600035	UKH1
000353249400009	BE22
000325433800020	IE06
000306925100004	UKJ3
000315548300016	NO08
000385428000005	ITG2
000344441700020	UKJ3
000320232300002	CH02
000274213700002	TR51
000349571600021	UKI3
000417255200024	UKH2
000422868901162	DK05
000385341300013	DEA1
000439388500029	DK05
000274017400030	SE12
000423965200438	NO06
000493957000023	PT17
000491146500003	UKC1
000346622400011	DK05
000330106200011	TR42
000490045500018	UKM8
000437077300072	UKG3
000320827300001	FRH0
000364230500031	ES30
000467665500006	UKL1
000430762400023	ES41
000334165800043	ES21
000400227200016	UKK3
000388069200002	SE12
000438181000022	CZ01
000327250300031	DED2
000429625400058	DE12
000280446600010	PT11
000397695300002	ES61
000411461300198	PL91
000321038000006	DE60
000427333800018	UKJ1
000407655300065	FRG0
000324845400055	ES30
000391147300001	DEC0
000349382600051	DK01
000355989400028	FRK2
000334134000003	UKM8
000327544700035	SE11
000276716100005	NO06
000457668200018	UKF2
000363985900011	ITI1
000287542000005	DE11
000380295700048	DEB3
000441854100023	IE06
000401120800030	DE12
000378882901050	ITG1
000388155000004	NL12
000298316700005	UKH1
000392402700033	ITG1
000298155900023	FI1D
000341473300001	ES41
000303326500011	UKJ3
000430762400028	DK05
000336783300051	ITI1
000390261000014	UKH1
000336188100062	RO42
000373416500064	FRI1
000337253200023	DK04
000393315100065	ITG1
000450377000027	UKM8
000301636000002	NO06
000319309400091	DE40
000349504800014	ITF6
000473335100001	IE06
000380176900066	ITC4
000377720500018	UKM7
000346849100020	ES30
000438181000022	NL12
000293112700021	ITI4
000407655300031	PT17
000401374800007	SE22
000501401900024	NL41
000338488600001	SE22
000466618300018	TR62
000380485500358	ITG1
000330488100073	UKJ1
000353732300004	FRG0
000339039700005	DE21
000311371500044	ITG1
000313736700004	FR10
000290588500114	BE24
000317934100010	ES30
000363817400001	FI19
000418206600014	DEC0
000277470900004	TR10
000364890700068	ITF6
000310665000087	NL12
000281932900008	UKJ3
000404848300011	TR62
000244736000023	NL22
000450460000036	UKD3
000345470100002	ES11
000275815100015	ITC1
000357232500004	NO06
000432753600003	CZ05
000336954100048	UKJ2
000326641300046	ES61
000341051200058	ES30
000496866200006	ITH5
000394476600026	PL91
000327685000050	PT17
000299198400026	UKJ1
000314736400054	ITH5
000388972000004	SK01
000466829400008	ITI4
000414887200108	NL12
000306925100004	FR10
000317364000009	FI1B
000447380200001	NL33
000358455100119	ES61
000424397600084	SE23
000448662400104	UKI7
000289225400040	FI1B
000374838000001	AT13
000311453400043	ITG1
000280523700018	FI19
000307542800006	UKI3
000302836500045	UKJ1
000393726200065	BE23
000383275000059	NL41
000288387600011	ES30
000332811500031	UKH1
000335101900012	ITI4
000287078100014	FRK2
000422302100003	NL12
000470998600110	EL52
000299429000133	ES13
000288433400008	ES21
000485978700009	DEA2
000274072400007	DE21
000386811800003	DE12
000366078000015	UKF1
000315595400004	NL22
000294483500018	FRI3
000372986600062	ITH5
000482521600018	UKL2
000324566400040	BE23
000428712200007	PL21
000379707200072	DK01
000368219600042	UKI7
000354505000021	DE11
000208787900006	IE06
000495142800043	TRB1
000381497300029	IE06
000333506900024	NL12
000355154500010	ES51
000371831900027	DK01
000309118100236	FRG0
000344990900014	BE24
000393249600019	UKH1
000282768800018	NL31
000417508100010	ES52
000393000700040	TR41
000178587600001	UKM7
000431511200008	TR90
000352245400014	UKE3
000405646200086	NL12
000449892900102	NL33
000291286300035	DE13
000334287900008	HU21
000275815100015	ITI4
000273771700024	UKE3
000426884100090	ITG2
000285420600012	BE35
000322460200001	ES41
000357978500020	AT13
000324389700066	UKD4
000363499000055	UKM5
000318033900015	NL31
000336039100044	NL21
000468599500031	UKH2
000314115500035	UKJ1
000275465100001	ES51
000455358300146	DE11
000485976800016	ES30
000407655300065	UKI3
000333806700087	UKF1
000285887100021	IE06
000393928000026	DED5
000392678900036	FRK2
000400199100005	ITI4
000323945600039	ES61
000337968400007	UKH1
000395212500001	ES11
000283962300057	UKJ3
000186974200005	UKC1
000406348600001	NL11
000348558200009	ITF4
000423965400127	IE06
000472193400021	ES30
000466249700033	ES12
000285887100021	UKD3
000361416000014	SE23
000316820500025	UKJ3
000363499000002	DK05
000411434900059	UKH1
000367818300005	NO08
000297353900004	ES21
000422746100016	ES21
000449308600014	ES51
000434919600083	PT17
000388819400009	FRF1
000379699700018	DE30
000401122400025	BE23
000297353900011	NO06
000345470100070	TR32
000466860800012	UKH1
000273195100017	SE12
000415769200023	ITF6
000208437100010	NL12
000287187904118	ES21
000445441000069	NL21
000316152700060	NL33
000460894600019	ITH5
000459991900034	FRK2
000379041400070	NL33
000341473300023	DK05
000349801000002	DE21
000376051300033	ES61
000314736400107	PT17
000395357300052	FRK2
000307021300026	IE06
000375889400015	UKF3
000275766400005	BE24
000358730600005	NL22
000355359900053	UKM8
000441583400041	FRJ1
000363345800005	UKM8
000283837800002	SE23
000445275900017	IE06
000295844900006	FRK2
000382839100001	UKH1
000334067400003	SE12
000368036500006	UKN0
000360228300025	ITG1
000407655300019	PT11
000356740300004	UKM8
000285394100005	UKH1
000330085800067	UKM8
000398736700023	ITG1
000368036500006	FRG0
000356461100012	UKI3
000378595500372	PT17
000298378600004	UKM6
000278753000014	PL41
000414763200034	ITH5
000384785000026	UKI3
000349958800008	FRK2
000347441900159	DE11
000383811000085	ITF3
000356795000003	ITH4
000314736400054	ITC4
000389316200084	ITG1
000335874300060	UKK4
000424423900007	UKM7
000334828500037	NL33
000308441300003	CZ01
000466061300013	CZ06
000346686100027	FI19
000297545904072	ITC1
000363344800021	NO08
000367614700001	FRJ1
000296483300023	DEB3
000367340700044	SE12
000342278800009	IE06
000325451900028	IE06
000368096300008	NL33
000378060100016	CZ01
000379489000043	DE25
000363868000010	SE11
000437077300096	PT17
000232605500012	UKM7
000248686700004	NO08
000284523400067	NL11
000380515200187	ITI4
000431927500147	NL21
000326433000014	CZ07
000445972400044	UKI3
000309243700064	PT17
000315397900113	NL32
000348493300029	DE13
000381442500004	ES30
000447568700032	CZ01
000373421000036	UKI3
000309630300029	BE24
000436558500036	ITF3
000366078000134	CH01
000447751600001	ITG2
000301203000024	ITI2
000331155900007	ES13
000513309700002	UKK1
000475999200050	ES11
000464725700079	ES41
000445114700002	UKJ2
000335313100226	ITI4
000309902000022	UKM8
000458294500022	UKD3
000383811000105	UKL2
000333403000014	AT13
000412966100021	FR10
000393090900034	NO0A
000369575700039	UKE4
000450570400003	FRJ1
000432507600016	UKM8
000425795900009	FI1C
000484561500167	EL30
000392769800033	PT16
000460845700098	TR62
000358730600005	DEC0
000470998600110	EL30
000447025400008	UKI3
000373148500010	IE05
000359892200013	UKK1
000435443500001	HU32
000436488000116	DK01
000375936100220	ITF6
000336778100014	ITF3
000275998300002	FRC1
000398030000152	ITF6
000378060100016	NL41
000306887900020	UKC2
000386884200039	TRB2
000335096300025	UKH1
000344991500022	FRJ1
000418212500049	NL33
000376663900005	FI1C
000450826500162	ES21
000392779500023	FRL0
000388047500009	NL33
000299291900038	PT17
000349245200004	SE23
000278418700015	ES12
000295489400006	NL22
000468167900059	FRH0
000369506000082	SE23
000412748100006	ITF6
000458626800143	ES61
000414108600045	ITF4
000295489400006	NL32
000368036500020	UKJ3
000289589000032	CH03
000444253000001	UKI3
000455903400026	ITI4
000513309700024	PT17
000380546800015	FRK2
000345729400012	UKJ1
000378882901050	ITI4
000349731800007	IE04
000337018300009	NL22
000287796600007	UKH1
000418783500015	UKI3
000371453600061	DE25
000323640300025	DE21
000419646500045	NL21
000347577700079	FR10
000338984300023	ITI4
000381584500014	UKK4
000341003800004	FRK2
000299429000245	PT15
000415602300001	DE92
000414300000004	DK01
000347580600094	IE05
000455171600066	FRH0
000427120300009	NL22
000355035100015	ES70
000330096000060	BE24
000315432200015	SE11
000334342800012	UKC2
000352176800004	BE23
000395601300074	UKH1
000295821200036	FRJ1
000496955300002	TR10
000411537200080	FI1B
000467268100073	ES11
000322682500038	PL22
000277008700020	NL33
000318034100019	TR62
000330488100054	SE12
000382950703108	ITG1
000314460200005	UKH1
000374359600020	DE30
000382591000032	PT17
000456175300019	NL33
000275766400005	BE21
000363915000002	ES30
000445441000069	NL41
000279085200003	UKI3
000287542000005	DK02
000337653100026	UKN0
000311132400006	UKH1
000407954300027	UKC1
000486360500066	PL91
000360228300026	ITG1
000279747100015	ES12
000284511300003	UKK1
000295846800001	DEA1
000333780600015	SE22
000384640900032	UKK3
000286999200021	ES41
000311970300023	ITC4
000371453600061	DE12
000462646700026	SE12
000339642000002	FRJ2
000330821300013	NL12
000468236100013	UKC2
000294939100031	FRF3
000376663900005	FI19
000411646200026	UKM6
000416497900012	ES12
000465408900018	UKI3
000308631300017	NO06
000462646700020	ES52
000292441400043	ITH5
000285858200053	SE23
000469309200038	SE12
000485880000001	UKK4
000506652300052	ITH5
000370102400021	ES21
000466249500032	ES61
000406086100009	UKE4
000332351200002	DK05
000513310000029	ITF6
000450820000162	PL91
000384640900032	UKM8
000426865600110	ITF6
000343016400077	UKE4
000361161900066	TR51
000391247800082	UKH1
000289225400040	ES41
000329927100009	NL32
000449724700029	IE05
000397083000008	SI03
000302821800034	UKF1
000299429000271	FRK2
000316479300008	IE06
000403431000012	UKI3
000406700200144	DK05
000311371500045	ITG1
000300202000001	ES61
000283831100035	ES11
000414913700011	CZ01
000384860900016	PT17
000293724300008	UKJ3
000498391700054	ES51
000357235400028	TR61
000411461300172	PL22
000348285700010	DEA5
000482584200014	ITH3
000330724800014	ES21
000439403000007	ES51
000373416500064	ES11
000413794500004	IE06
000400802200024	PT17
000380438000021	IE05
000353732300002	TR10
000341544300026	DEB3
000375168200019	DE71
000447025400012	IE06
000397083000008	DK01
000471082700011	ITG1
000449724700045	ITI4
000306722400025	FRH0
000378594000126	NL12
000388127300093	UKD7
000301717400001	ES21
000349382600050	UKJ1
000283699600005	DE24
000301549400080	HU11
000392037600004	BE21
000348452000005	DE60
000314736400064	FRK2
000337858500010	ES41
000324655900066	FR10
000300970400002	ITF6
000339540700006	NL12
000395953000039	UKM8
000363269100001	PL21
000258075100064	NL12
000380555600012	PT17
000348452000005	SE22
000476865900204	PT11
000322498500127	UKJ3
000335952100314	ITG1
000318033900015	ITC4
000380606100104	ITG2
000276096600028	DEB3
000449293500365	ES61
000329927100009	ES21
000475999200050	UKK4
000360869000102	ITI4
000371831900027	DK05
000274818400010	IE06
000343635100007	CZ05
000472709600002	ES30
000298908400014	FR10
000361090200013	ES51
000450377000039	CZ01
000360288900033	DE73
000347580600006	UKH2
000462375900010	UKG3
000355359900049	UKI3
000349434300098	ITF4
000404081100006	FRJ1
000295821200036	FRK2
000288797400007	ES51
000273662200013	NL12
000316479300007	UKG3
000332431300006	ES61
000277683000011	FRF3
000372808200014	ITC1
000392402700057	IE05
000379331500007	HR03
000273884100034	IE06
000353094300002	ES30
000368609200002	ES61
000349140800006	UKH1
000298378600010	UKM7
000436901400017	ES21
000382597300001	FRH0
000451364200020	IE05
000408371400033	UKJ1
000444793500024	IE05
000353855200005	TR51
000363499000029	PT16
000460894600006	ITH5
000368089200011	CH01
000450338600002	DE30
000289147900001	NO06
000462375900045	UKI3
000411444300260	ITH5
000388015400013	DED4
000336215300010	FR10
000315153400117	FR10
000383811000100	UKI3
000471238900032	UKJ2
000438408800115	ES61
000425667800001	BE24
000365464200017	DK03
000333506900024	NL11
000360216100021	DE11
000290588500115	DED2
000276562300057	SE23
000406399700002	UKH2
000306887900020	UKJ1
000398996207040	ITG1
000424397400002	FI1C
000292168500014	AT13
000405406700001	DK04
000377572202063	ITC4
000465410200022	UKC1
000340838300009	DE21
000412607000085	UKE2
000440602300090	SE11
000448559400388	ES21
000449293500238	ITC4
000360869000098	PT17
000356795000003	BE35
000447166900019	DEF0
000487199700016	NO06
000412607000041	ITC3
000465051900010	IE05
000390822900066	ES30
000469045900044	ITI4
000393088300016	SE23
000384198000017	BE24
000366225300047	ITI4
000325954500034	ES21
000393442900015	UKL2
000413377000013	NL12
000283264500021	UKI3
000416188200075	UKE2
000307429500003	ES21
000289955000018	ITI1
000425562700035	UKM8
000434746600005	UKM7
000323884300023	NL33
000395259300030	TR10
000295715900015	FRI3
000427544000218	ES21
000287335300016	NL12
000438181000022	NL41
000418076100009	EL30
000373149500002	ITI4
000412607000066	UKI3
000399625000014	PL22
000462990000055	FR10
000375936100248	ITF3
000458706600014	ITF4
000330282200021	IE06
000341680000017	ES11
000325040500052	NO06
000377825100005	UKD3
000284511300003	PT17
000468599500031	UKM7
000368344300005	ITC3
000346394900027	ES51
000368036500004	ITC1
000456351200049	NL21
000428830000019	UKL1
000437077300070	UKD7
000348013300014	NO06
000360228300026	NL41
000284548500004	TR51
000282042200008	DE94
000314667100006	DE94
000265813900009	PT17
000434952000002	UKE3
000449722500027	CZ01
000383502300004	NL32
000475999200050	IE05
000327000000007	FR10
000356740300004	ES61
000443616700018	SE12
000459365600108	PT17
000475999200036	NO08
000328325100047	ES41
000388480401003	EL30
000476965900047	ITG1
000344465000010	UKI3
000445031300133	ES21
000417070500001	ITF6
000290335602135	FR10
000398736700029	SE12
000456710500054	FRL0
000292450600027	DEA2
000287922200005	SE12
000325587300011	ES13
000474500100019	UKK1
000444436400018	ITF6
000484877500002	UKL1
000388667900145	UKE1
000391203300005	UKI3
000411774600010	DK03
000426884100074	ITG1
000330096000060	BE25
000465190000023	ES21
000337858500010	UKK4
000389094800063	CH01
000379126300214	ES30
000376449000012	UKE4
000289459300025	FRI1
000287924700019	NL22
000380485500054	ITC3
000372676400040	UKL2
000513310000034	FRK2
000439403000007	BE23
000338802400034	UKL1
000338984300023	ITC1
000380070200034	ES51
000431741300011	UKI3
000459528500067	UKE1
000392771900009	NL22
000445990700015	ES51
000340305000015	ITG1
000343627300003	UKJ2
000462375900013	UKM8
000329958000006	ITF6
000459365600044	FRD2
000366063100013	ITI3
000390261000014	UKI3
000472980200003	UKK1
000303502900013	TR51
000367340700042	IE06
000318895100127	UKK1
000347577700079	FRJ2
000303252000007	PT17
000411434900059	UKH2
000325895100001	SE12
000292348200006	UKH2
000485880000001	IE05
000456351800046	ITC4
000368609200002	UKM8
000376663900005	FI1B
000360590200011	DK05
000492797300103	ES51
000344193600163	CH01
000285887100021	UKH1
000298316700063	FRI1
000281151200026	DED2
000428227000065	ES61
000433648500078	UKK4
000428445700005	ITH5
000399966000043	DK01
000300140700007	SI04
000448493300019	UKD3
000497971400064	ITF6
000358433600002	ITG1
000360918000129	ITC4
000376800200011	ES61
000483384900022	DE50
000376179800006	PL91
000482521600018	UKE4
000483626500008	IE06
000178587600001	SE23
000385472000046	UKH1
000313653700028	NO06
000446604100174	EL30
000280260000023	IE05
000403570300016	FRF3
000425572700069	ES30
000290431500002	NL32
000346733200018	PT17
000288838000016	UKD3
000292510400031	FRI3
000480699500042	UKF3
000445570700025	PL81
000436173600064	ES21
000427619400030	ES51
000417070500028	NO06
000346733200018	DE30
000412781300045	UKH1
000371948400040	UKD4
000383811000085	ITG1
000377276700024	UKH1
000419843900048	FI1B
000363915300102	DE26
000311865900063	DK05
000345004800015	FRC2
000446752600001	FRK2
000278614900001	SK01
000403827302089	EL30
000388699200001	FR10
000401492900015	NO08
000310329800018	UKJ1
000329121300025	NL22
000366843000005	NL12
000422868901162	IE06
000444927700026	PT11
000380485500218	ITG1
000342199000055	NL41
000415769300041	EL65
000452337700001	NL33
000330821300013	NL11
000449724700028	ITF6
000412823000024	DED5
000316059500014	NL22
000387626600018	ES61
000410017800002	DE21
000350856400005	NL33
000335326400001	UKJ1
000363499000017	PT17
000483941300007	EL30
000348452000005	FI1B
000425865800039	BG41
000295007803035	ITC1
000467752400030	IE05
000378660500018	UKK4
000424175900042	TR42
000470953700008	ITG1
000308210600003	DE13
000335297300026	BE25
000392037600004	NL22
000436558500036	ITI4
000445570700025	UKH2
000436599000151	UKK4
000377825100005	UKJ4
000300970400002	DEA2
000289742100093	FI1D
000458626800143	UKK4
000318052200029	AT33
000513310000035	IE06
000337995600100	DK05
000401374800007	NL22
000451814000127	RO22
000415602300001	DED4
000236992700048	NL22
000087002800025	NL31
000380735100043	BE23
000236992700048	NL32
000433269100028	ITI1
000447112700016	LU00
000353637100091	FRG0
000274958900003	PT16
000464318300137	PT17
000348687500002	ES51
000372940200030	AT13
000335096300029	PL22
000383811000082	NO0A
000435701200028	NL11
000449899500014	IE06
000436885900022	FRI1
000502264500187	ES51
000457951000038	UKL1
000346394900027	AT13
000321749200042	ES61
000335720100036	NL21
000315595400004	NO06
000388155000004	DE50
000398030000162	ITI1
000338802400041	ES11
000445570700025	PL22
000303998700030	SE22
000313364000062	ES21
000379271800048	NL11
000413563100003	PL41
000364248300129	DEA5
000321236200002	ES51
000340315300031	NL12
000290250000002	UKJ1
000336215300010	BE23
000467268100078	PT17
000426614500025	NL21
000462646700026	FI1B
000345384000029	ITG2
000414879400113	ITG1
000280361500007	UKF2
000361405300011	UKF1
000415768400109	ITG1
000336215300010	FRG0
000412838700001	FRJ1
000300478100019	NL12
000407394200055	UKD3
000330733800002	ES24
000327200402129	UKI3
000425730200001	FRK2
000328525100006	NL22
000513310000009	UKM8
000448674000002	UKL1
000366856900008	CZ01
000485192400003	FRG0
000306939900146	RO32
000313328200038	NL22
000374313000070	IE05
000295919200034	NL31
000249329600013	CH01
000410010800022	UKL1
000385793200152	UKK4
000378882900058	CH04
000395212000006	PT11
000310431000031	PT17
000328737700081	SE23
000363397300040	DE21
000452551100018	PT16
000322292800066	FI1B
000335706100009	PL41
000430769100063	PT17
000424174900053	CZ05
000308184600007	UKM7
000393000700040	NL21
000359079500002	UKH1
000352248400002	UKJ2
000456761300092	DE50
000315356400001	SE33
000293758400050	NL12
000232605500012	UKC1
000313964500002	ES62
000316642500012	PL84
000391390500012	CZ06
000346539800024	ITG1
