ut	nuts2
000280379400015	HR03
000288130600146	UKI7
000334121700017	ES51
000305801400069	UKM7
000379037200013	UKH1
000430202000001	UKK1
000469912200034	UKE3
000310859200007	DE91
000379163100026	ES52
000484211300001	DK05
000359897800010	FI19
000333122600041	DE30
000449892900009	NL33
000307451800005	ES51
000380504900017	UKG3
000407655300065	UKK3
000406611800157	UKG3
000296418200125	UKE3
000345973300008	DEA3
000455636000037	DE13
000390719500065	NL33
000316768900032	UKL1
000308003504079	EL64
000502821300336	ITC4
000443858300017	PL91
000383811000122	EL30
000405511300122	FI1C
000382485600043	ITC3
000280614800051	NO08
000356358000103	DED2
000449447200044	HU11
000407001900121	UKI3
000289431200004	ITF5
000397039500012	DE91
000388127302106	ES30
000358255700037	SE11
000467629500056	FRB0
000490488300046	ES61
000245388800014	DE14
000320330400024	ES30
000311790200010	UKC2
000389594400029	EE00
000353751700039	PT16
000348114100005	AT13
000366654400275	CZ08
000387545300109	DK05
000390822900199	ITI1
000320194800011	ITG2
000337995600100	ITF3
000351998900114	ES51
000387091900040	BE33
000453906400004	RS12
000279126500023	ES61
000436325700061	DK01
000399031203080	ES21
000280789000001	ITI4
000370073801080	SE11
000285364700015	ITC1
000341051200062	EE00
000378362800009	DEA2
000380468800023	EE00
000312240500005	DEG0
000392602100004	UKJ2
000281744400003	FR10
000474938500018	UKI3
000380546800545	EL52
000318260700009	SE11
000411120200011	PL91
000329953100041	ES24
000418415200002	SE12
000308003503018	UKC2
000436325703006	DE92
000426518700014	ITI1
000369803700003	DE73
000370384000001	UKG3
000454822700019	DK03
000329581800010	DE91
000362309100001	PT16
000324849700008	IE05
000345563200043	DK05
000315197500008	CH01
000375056000017	UKD7
000352800800008	FRJ1
000356461100009	ITC4
000332789100149	CH03
000342530000089	UKH2
000344193600137	DK01
000311864800022	FRE1
000382485600163	UKM8
000331149505018	FI1B
000477051900164	TR72
000462646700142	ES51
000388834800005	ITC1
000380387800076	FR10
000425203500013	ITF1
000349731800007	UKD7
000346551100020	UKL1
000407185900032	UKJ1
000470943700005	ES21
000287611903047	FRE1
000360508200011	UKD4
000379924800166	DK05
000449328903145	DE21
000290720200042	ITC4
000462373200110	DK05
000282274300010	FRE1
000389471601071	DK05
000334151800008	DK01
000284396800011	NL33
000288215700001	ITG1
000287453601095	DE11
000337856100081	SE23
000399513300037	NL41
000436325700006	DE11
000366654400029	ES61
000349772700001	ITF3
000395963500016	ITI4
000455187606115	DK05
000316563200058	UKI3
000344995800018	DEA2
000451598900017	ITF4
000297160600163	PL91
000295007804078	ITF3
000312901704047	TR63
000407854900040	ES30
000389471604031	UKE3
000343345900001	NL41
000465561400044	UKF1
000363353800028	ITC4
000320492300003	ES61
000381629200054	DEA2
000296186700005	RS12
000434703400094	DK05
000395683700001	AT12
000457659500064	DEA2
000412429600001	FRE1
000447568800086	ES61
000412607000053	NL33
000290072300003	BE24
000401328500027	FI19
000482332400015	ITI2
000306298100030	FRJ2
000473821400216	ES21
000337107200071	DE12
000485861500005	UKC2
000370259203128	NL33
000411853500197	DK05
000357406900015	CZ01
000225571700001	DE73
000383177100004	UKI3
000409970400122	SE23
000509480600001	ES41
000299987600009	FR10
000360273200001	NL33
000405172300023	DK05
000323720400009	CH03
000287905700032	BE10
000427157100004	FRH0
000367758200062	ES61
000462835300001	ITI1
000359960300096	UKK1
000297545900069	FI19
000342833700007	NL33
000333251500063	SK01
000345736800023	EE00
000329947100002	DEA5
000331015600020	ITC1
000472599300007	SE23
000384641300051	EL30
000472577500016	UKM8
000331296000034	FI1B
000331149505137	PT17
000324949300052	ITC1
000334151800052	PT17
000323720400015	UKJ3
000242325800012	ITI4
000331874300023	UKM8
000412063900061	PT11
000358455100113	PL91
000400778405064	UKE3
000304089200009	ES22
000321713300003	ES43
000462042200057	BE24
000382485600110	DEA2
000333073700082	UKI3
000324825100002	PL42
000425498403046	FI1D
000403294100009	ITI2
000478999400189	DE94
000312901702087	DK05
000336669800025	ES61
000377943800173	DEG0
000339699000014	DE21
000354364000004	PT17
000381554504074	FRH0
000428016500130	PT16
000287611902128	DEF0
000423845200340	FRJ2
000300527000009	FRK2
000505811105075	DEF0
000287375803102	ES61
000309809300010	PT16
000312901701142	DK05
000275988300027	UKF2
000323184000021	ES51
000089293300001	SE11
000370456000118	DE12
000333750100023	UKM8
000391891900207	ITI1
000374295800002	DED2
000343655304038	NL33
000351788700027	DE71
000349832900003	DE91
000397254000008	UKK1
000427402903149	DEG0
000418888400008	UKI3
000355359900020	DE71
000310389000008	EL30
000367136300019	DK05
000325433800006	HU11
000355203700018	UKE3
000382511600007	HR05
000414414600041	PT11
000294154300013	UKF1
000454822700058	ITC4
000317990800086	TR51
000299167100014	UKI7
000461531200011	TR10
000378659700069	ITI4
000335853100005	DK05
000417046500215	ES30
000312996000027	UKM7
000437077300050	ITH4
000278055700040	DE12
000426874700010	ME00
000439736800005	ITC1
000426101400004	DE30
000444771900070	DK05
000287611901156	ES51
000384444200014	UKI3
000280361500007	UKJ2
000380468800033	PT17
000321669200013	NL33
000344193600102	DK01
000452936200003	PT17
000273137300037	ES52
000330939800195	SE11
000380570500044	TR31
000427375300006	ITC1
000401963303008	FRI3
000455681400001	FR10
000414414600018	UKI3
000331985300013	IE06
000296062404133	SE11
000361682100039	ITH1
000296405600037	UKD3
000379632600055	UKK4
000455111100028	DEB3
000457307700011	ES51
000432346200009	ITG1
000392422500113	UKH1
000427164804034	DK05
000375092200010	UKL2
000285514400005	UKC1
000374164600040	ITF1
000446148400018	PL91
000359541200027	UKM8
000479021600013	TR71
000364432600002	ES30
000408389800010	UKI3
000379274000001	ITC1
000352309400058	ITF1
000482898800001	DE71
000447483500010	DE94
000437280300032	DK05
000359279800061	UKK1
000387085800300	ES21
000359845200006	UKE3
000315013000014	ES51
000446310700028	DE73
000376695800046	DE40
000348006700062	UKI3
000300470100001	ES30
000461267100025	BE25
000287045100015	UKJ2
000394984100032	DE21
000326858500021	DE60
000316962905016	ES43
000370835700075	PT11
000337776500012	ITI4
000399100100070	TR10
000434679200019	UKD7
000425842300025	PT17
000286516100046	IE06
000388578800040	NL41
000336075300060	DK01
000426813700056	ITC4
000325451900027	FRF3
000295579700024	PT16
000471252700008	ITF3
000406700200160	IE06
000359845200011	CY00
000469362700176	FRK2
000276417500005	ITF6
000301989800031	EL30
000280196300096	ITH3
000398030000087	ITC1
000407655300122	ITF3
000399563100010	TR51
000426894600001	NL33
000426938200050	UKC2
000428029700001	UKJ1
000206343300003	UKC1
000427164807114	FRK2
000402062600053	UKM8
000372002500018	CH04
000377106100036	SE22
000296418200474	UKE3
000340467100004	UKI3
000345473600018	FR10
000297039000024	PL21
000295224300030	ITF3
000335706800083	PT17
000399031204055	RO12
000462976100072	HU11
000334680000014	ITH5
000326324900120	UKK1
000356678400008	EL30
000373369600054	PT16
000426997002097	ITG1
000344193600032	NL32
000335959900039	FRE1
000331874300117	DE73
000351760400054	ITI4
000458114805138	FRF3
000499062600003	ITG2
000320485900018	DE13
000295088000005	SE12
000283405300016	ITC4
000370076901140	DK05
000371827200006	UKL2
000312246900012	DEE0
000391844800007	DK02
000345216904042	ITH4
000355359900085	ES30
000377794200007	DE21
000424073600007	ITC4
000345780700039	FRC2
000432884500050	UKL2
000426847401055	DK05
000399998000025	IE06
000308003501023	NL41
000399031206137	PT17
000319232500071	TR31
000477034700026	ES11
000293685700041	ES52
000383811000085	UKJ1
000413612500022	UKD7
000289601500027	DK01
000366045700011	NL41
000340838300008	FR10
000321705900015	FRJ2
000349278900043	ITC4
000454369600043	UKJ1
000386192300078	RO32
000456223200029	ITI1
000321314100078	DEA2
000291037800006	DK02
000352056300020	UKC2
000275454700005	DK01
000309221800124	FRE1
000353755100048	NL32
000424175900049	UKM6
000407018700001	ES51
000470045800078	BE22
000361908600023	ES51
000378882904015	DK05
000454969000003	ES42
000302530900001	DK05
000450338600002	FR10
000406878200021	PT16
000313296504177	UKI3
000384889800004	NL42
000454450100017	TRC1
000385716200005	IE05
000490703300014	FI1B
000176239000001	ES70
000388127303104	DEF0
000387586600028	SE21
000275369400009	DE91
000436325700014	EL30
000455694300063	UKM7
000445177300021	UKJ1
000326184100124	BE10
000469278900009	NO06
000417078200025	DK01
000339644800003	FRB0
000388608500002	DEB3
000312381403170	DK05
000376120000043	DK05
000240247600004	UKC1
000371397500252	UKN0
000309638300025	ITG2
000426708600023	DEA5
000351406000038	ITF3
000379492200232	ES52
000320330400015	IE04
000319113300004	ES24
000454711900041	ITI4
000318036700041	FRF3
000327211800003	UKG1
000327120400001	UKG3
000330542900092	BE24
000347442000040	RS11
000370376900163	ES51
000333806701136	CH03
000380398200047	UKL1
000380600500002	DK01
000458532100049	ES61
000329959600006	IE06
000382946500134	DK05
000450163702074	FRF3
000308003501014	ES51
000492672300015	DE71
000377800000001	ITC4
000392789400017	ES21
000461267100025	BE23
000443079800090	NL11
000294182800017	UKE3
000337955500008	ITF3
000321733000123	DE92
000384641600017	ES61
000508355500026	ITF3
000368675200040	FRF2
000393467600247	PT17
000457238900005	DE91
000410160200006	PL91
000395212500001	PT17
000320330400040	DK05
000377572202135	ES61
000303205500015	DK01
000380377200176	NL32
000462942900013	PT17
000426413600044	EL51
000382485600110	DEA5
000390707700047	IE05
000393467600195	DK01
000339131600011	CH01
000423964900277	DE14
000379977100009	DK04
000344938500010	UKJ1
000446151100015	FR10
000285248900011	ES21
000395831200005	DK05
000427487000007	TR10
000308003503081	UKI3
000274337100002	DE27
000320717600002	UKJ2
000447282400181	UKD6
000380443200068	DE30
000302153800007	DK01
000368383100017	PL91
000345760200025	ES61
000389114100003	NO06
000274253100019	ITG1
000336183300013	ES22
000341094000009	UKI7
000393016000040	FRJ1
000460666200105	DK05
000484239200018	DE21
000358744600110	PT16
000443150900018	UKD3
000390884900296	EL63
000382485600036	DEA1
000405252600026	UKC1
000480309400040	ITC4
000388376107088	UKE3
000317027600002	DEG0
000387110600136	ITF3
000341713700018	PL91
000397336900002	FR10
000307763200003	UKJ3
000350833600015	ITF3
000381441600035	ITH4
000296800600035	EL30
000403381300058	DE40
000463471400067	DK05
000403989800009	UKI3
000348502100017	NO02
000329333100053	DE30
000391353800020	BE10
000411757600068	DK05
000437322500015	DK05
000278675100027	FRE2
000386529800127	ITF3
000282970300023	DE73
000316479300005	DEA1
000331296000034	DE21
000490488302060	FRK2
000325451900017	UKJ2
000316962904042	FRC2
000332471700227	RO11
000400640900006	ES51
000300146002004	ITF4
000427453200115	SE33
000327527100011	UKI3
000370073803136	ES51
000287802800009	SI04
000331149501106	DK05
000436325700022	TR51
000244799800025	UKI3
000376712700023	AT13
000407554500006	SE23
000412173000010	UKI3
000416189500009	PL21
000426847405090	ITC3
000388377100571	UKM8
000367860200005	UKN0
000380394300016	ITI1
000449328900054	CH04
000487829700006	ITC3
000428687400004	FRL0
000383527300053	FRH0
000390301500129	DK05
000496865800005	HU11
000405752700001	PL51
000404365000027	DK05
000470046500024	ES52
000275369400006	FRK1
000395901200016	UKH1
000380477600231	ES30
000380387800074	FRJ2
000285314400005	DK04
000412043300062	ES61
000407854900054	UKN0
000369430100047	PL81
000295007805037	DK05
000280482400022	DE24
000310576900015	FR10
000427164807117	DEA5
000412579300053	DEF0
000390884900404	FRE1
000356864300137	UKN0
000282048400015	EL30
000370964900221	TR51
000451244700050	UKM7
000314365400025	ES61
000380584100030	FRL0
000294080200022	FRH0
000328861700001	ES24
000492050600018	PT17
000448661500197	UKI3
000313706700059	ES61
000302183300035	FI19
000293920300038	CH04
000387075300094	DK05
000374840500010	DE30
000321715700003	UKK1
000439211500001	FI1B
000455181502200	UKI3
000426847405125	ES51
000285120000001	FR10
000410160200069	DK01
000436901400054	UKI3
000309787700002	ES11
000337107200071	DED2
000318702200049	FRM0
000370832400015	ES51
000433089200071	ITF3
000330294700003	DEA2
000380468800023	PT17
000303204100008	UKF1
000404636900034	CH01
000454372000002	UKI3
000440966900044	IE06
000295602400062	ITF6
000366055800006	SE11
000457893902045	UKH1
000505811105018	NO06
000487068900009	ES61
000245541600040	ITH2
000418574800087	PT16
000436552700114	ES62
000447168300018	PL63
000319789600036	ES42
000375071400001	DE12
000329517300040	NO06
000312746100053	DK05
000451048400044	UKC1
000407561700001	FR10
000349069800007	NO06
000293195500048	PT11
000408716100016	UKF1
000469800900078	ES61
000425075600061	DK01
000325445600049	BE32
000348205700043	DEF0
000455187602100	DK05
000380463400046	HR05
000382112300004	FI1B
000296054500001	ES24
000380534300182	DE26
000363699900008	ES30
000409284000018	EL30
000392695300022	UKJ1
000279137700018	ITF3
000295322300099	FR10
000447591000057	DED2
000475484900009	HR05
000454097100003	NL22
000300997900001	PL91
000322797200018	UKG2
000309185900038	EL63
000307626600015	TR31
000397461400001	ITC1
000315375400001	ES30
000364248100063	DED2
000377963100360	FR10
000382485600180	FR10
000368219600042	UKD4
000319521600126	ES21
000317003100028	SE12
000388867300002	DK05
000352492900010	ITI1
000282738500005	ES30
000323492000006	FRE1
000279103800004	DK05
000389471605029	DK05
000366502700017	PT17
000381838700001	UKM5
000320717600010	DK05
000402547500002	DE40
000342751300006	UKK1
000310194400092	ITC1
000311539700005	IE05
000410011500044	NO06
000352065400004	ES30
000445031300153	DE30
000310623800173	FRK2
000297501900013	IE05
000345440100027	DEA4
000423008500025	DE27
000454252800012	UKG3
000293245300021	ES51
000361920000036	EL53
000352223508073	SE22
000277232900005	PT11
000300535100006	UKJ1
000425563200002	UKI3
000305767600004	ES43
000320717600016	BE24
000331007700005	ES61
000352655600001	FI1B
000290556500054	ES41
000497981300049	ES30
000273979300009	DE40
000304110400007	ES41
000339039500036	DE12
000304858200003	NL33
000415768400067	ES51
000358567800038	UKC2
000482134500044	CH01
000333176800341	CH01
000340837200004	ITC3
000370835700007	PT11
000436325702053	DE94
000316208000035	DE60
000300521300002	UKH2
000441990700001	EE00
000381104100003	ITF3
000386149700005	NL21
000453557700004	FRJ2
000351789800008	UKM7
000278300500009	ES52
000397196200011	EL63
000395469200038	SE33
000437311300022	DK05
000438514000006	EL30
000351324300043	UKH1
000391868600100	UKE1
000346767400050	PL91
000455614900097	FRK2
000352082700206	FR10
000493176300018	PT17
000447992300002	UKD3
000371973000007	FRG0
000398613500010	UKM7
000315325400069	UKE4
000346932400017	PT11
000302694800024	ES51
000331284800005	CH03
000344193600137	SE11
000399461300061	TR42
000300967600018	IE05
000323560600007	DK04
000482143900001	ES21
000308003503066	ES51
000442891600002	DEB3
000277502000001	NO06
000487533200008	DK01
000309920600003	TR41
000450657300010	PL91
000328807600006	LV00
000279253700002	UKD3
000424376000013	UKH1
000436583500006	DK01
000308003503009	ITC1
000412624400006	DE30
000502269500110	ES51
000403861700003	FRE1
000318170300002	UKH1
000298981800058	UKL2
000338806600001	CY00
000358047700025	CH01
000316962901019	FR10
000289028800006	FR10
000276325400005	DK02
000443797900074	ES43
000334151800008	PT17
000358843200001	NL41
000445985300012	DK01
000476651500004	FRC2
000490045500055	NO06
000391433400066	CH07
000316173100003	ES51
000368044600005	UKM6
000486019600019	FI1B
000290972900003	CH01
000278647600001	UKI3
000322288200031	TR42
000352221500001	NL33
000391723600009	PT16
000426764000103	ITC4
000367340700039	IE05
000370376900201	DK05
000371334200022	UKF1
000358608400022	PT17
000453776500011	UKJ4
000492146100118	FRK2
000466225400012	ES11
000344031800002	ITC1
000492797300025	FR10
000430973300005	NL12
000377943800351	UKI3
000468167900133	DE21
000314905000054	IE05
000429704800001	DE50
000279414900006	ES52
000366654400004	DEG0
000388373404131	UKI3
000443894700073	DK05
000303293300010	ES30
000466250700085	NL33
000430774700031	FR10
000325995600008	UKM7
000386333300015	DK04
000368393500006	DED2
000395644600013	IE05
000282030800001	PL91
000383293800041	IE06
000426782400004	DK02
000460318500040	UKE3
000333788400017	CH02
000380546800466	DK05
000399937900231	UKM8
000300738500002	DK05
000426815100008	DEF0
000430853300007	UKH1
000299032400140	FRK2
000383527300061	LU00
000303051600001	TR52
000307265900059	UKM8
000287056200012	UKD3
000303205500026	BE24
000332038900128	ITF1
000312901701099	NL33
000306031800008	DK04
000404993900005	NL33
000502821300256	DK05
000376806100007	ES11
000249773800029	CH03
000397336900002	NO06
000299506300042	ES51
000330037200004	FRI1
000426933002023	UKC2
000348006700052	DEA2
000209332400002	ITF3
000298383100010	DE21
000326212900030	DE12
000283155600016	UKF2
000426014100009	DK05
000340471000003	UKI3
000419813100073	EL63
000462373200098	DK05
000329908900039	ES30
000324447100008	DEA2
000329035000016	EL52
000474315800053	CH01
000332151400003	AT22
000307044200056	UKE4
000458227300010	DED2
000444780300001	ITC1
000451527300022	UKM8
000346492602113	UKE3
000380491800045	FR10
000372024100036	HR03
000327685000062	ES61
000323560600002	DK04
000308003502038	FRI1
000325487800036	ITF3
000293740500006	SE21
000356810900015	DK05
000295088000005	BE21
000283155600016	UKC1
000371977802029	BE23
000223102300003	DE21
000432993800004	UKD7
000279501300008	ITH5
000309215000126	CH07
000389516201044	CH04
000426847404020	DK05
000458183500003	AT33
000351597603080	AT13
000308003505052	DEF0
000388667900040	UKN0
000346794600024	UKJ1
000327126001176	ITH2
000309996500027	UKD3
000487199700020	DK05
000358496300044	ES42
000461414700067	ITI4
000349973300019	CZ05
000316957600008	BE24
000351283200011	UKN0
000282030800019	PT30
000501349900021	SE23
000309117700026	FRK2
000392509200075	FRF3
000500221000010	FRJ2
000388580000029	ITI4
000357112300003	EL30
000321715700006	UKM8
000333946700073	PT18
000390443300006	IE06
000377904400090	FR10
000295007803024	ES51
000436325701076	DE11
000380463100004	DE30
000411142500290	CY00
000360980500037	HR05
000337270600211	CH03
000469912200010	DK05
000487200900022	NL41
000464911900069	ES43
000380387800118	FR10
000399031202098	ES51
000407001900109	DE12
000382948300220	EL30
000436325702076	ES22
000477784100022	DK01
000362760300058	UKC2
000337855600043	FR10
000332013100032	TR42
000486014500009	DK05
000407001900216	UKM5
000325954500007	FR10
000231238500007	ES22
000395485900064	DK04
000435435600033	ES51
000300655100012	PT17
000281052700063	RO11
000378882902118	DK05
000404612700116	RO12
000338802400050	UKI3
000336821000065	PL91
000346552100006	DE30
000325653200012	UKM5
000418518900018	UKM7
000365686800020	ES70
000319521600192	FRE2
000327200404046	UKJ3
000354983600004	ES30
000324022500017	DK05
000310701200118	RO41
000295322300183	UKH1
000318156200008	FRE1
000499755600001	CZ05
000392422500113	UKG3
000286343000060	ES11
000392787300009	IE05
000449892600002	UKD3
000380443100072	FRH0
000464480200014	TR71
000387586600002	UKM8
000417079400013	TR22
000451494300017	PL43
000353637100109	FRE2
000348309400075	ITC4
000348958500005	NO06
000391101800038	DE11
000335575700002	ME00
000366770300017	DE73
000326636600062	DE13
000364248100022	DE21
000297545900080	ES51
000347442000040	UKG3
000382602900006	BE10
000356584400011	BE24
000366535400013	IE06
000423270800001	NL33
000352910600001	UKC2
000426609200003	PL52
000384640900032	UKM7
000344524100031	TR51
000308290500008	TRB1
000476272200001	TR41
000340301100004	IE06
000291554400034	ITI1
000326404100002	UKH1
000380614000016	PT16
000380480500222	ES51
000318895100018	ITI1
000274472600013	CH01
000392554800051	FRE1
000418776400030	EL52
000249908400006	ES61
000321314100078	DE14
000346705600328	ES51
000354943600033	DE21
000389652700001	ES41
000314701200031	UKJ3
000332766800261	ES12
000505811105036	DK05
000276486700005	DK02
000332201900023	UKD4
000288825800101	FR10
000272723000010	TR42
000367340700036	UKM8
000302821800007	TRC1
000347109201025	SE12
000471702300007	DK05
000467725303015	DK05
000390822900119	FRE1
000398892400004	DEE0
000362136500004	CH02
000233574900003	DED4
000405752700001	ITF6
000344031800002	ES24
000353641000028	BE24
000348205700045	DK05
000293102000007	PT11
000349806800028	DEA3
000334978600018	HU32
000307600700002	FR10
000300870100016	UKJ2
000290733800049	UKC1
000380609800075	ITF1
000411918500002	DE11
000424723000014	DK04
000466894400036	UKL2
000316322600002	DEA3
000390720200089	RO12
000289935000006	HR03
000371397503074	FR10
000382485600158	IE06
000367845000004	DEF0
000301155300041	TR62
000400212500045	ES51
000327380000191	UKN0
000436410400004	ITF4
000349688900028	UKF1
000466250700085	SE23
000368959200059	DK05
000387765000014	DK01
000425852600112	UKE3
000458115200038	FR10
000445985300032	DEE0
000383811200027	BE10
000295568400095	ES51
000295566500018	FRF1
000403977100065	TR71
000251593900002	UKG1
000335220600013	UKJ3
000468972100163	ITH3
000490548300093	ES51
000294061600002	ITF3
000334273000010	ITC4
000330228100038	ITC1
000462373200039	DK05
000360553200011	TR42
000412960100021	FRG0
000377904400094	UKC2
000361460002020	DE30
000245297200219	DED4
000296054500001	ITG1
000406542000010	CZ01
000392327900157	NO06
000380599600014	ES22
000347799500048	FRK2
000434703400257	ITF3
000380433000007	DK05
000288855900002	ES21
000398225200003	FRJ1
000370076900074	DK05
000443108900003	NL33
000330291000016	FI1C
000364725700049	ES61
000415783000077	ES30
000379126300028	ITG1
000303051600001	TR83
000358608400045	ES51
000360216100028	ES70
000437831600002	SE22
000417228200037	PT17
000413615500067	AT13
000358455100010	HR03
000295350300008	DE91
000386100000021	ITF3
000285860200026	TR32
000497593500011	DK04
000381495800062	DK05
000475701600001	UKM8
000436097300005	ES42
000358255700073	DK05
000426968800183	DEA2
000346799100036	DK05
000393726200062	UKM8
000411225200196	ES22
000314275800119	UKK1
000395606500014	IE06
000379976800009	NO08
000174999500006	DE94
000399741400004	FRD2
000274121200007	DK01
000316431300002	TR32
000478601500041	CH04
000279103600002	DK02
000465417100072	NL22
000302561200006	FRK2
000277733300025	DE91
000418374404030	PL81
000386659200032	NL41
000359279800061	UKJ3
000330489900003	ES30
000363499000034	UKM7
000286468600026	UKH2
000363267600013	ES61
000459976200148	ITF3
000321094100032	DE71
000369540100020	ITF6
000331874300182	DEA1
000345862300042	IE06
000348006700060	ES51
000384013100002	UKE3
000404618400012	ES24
000287433800008	ITG1
000312381403063	UKI3
000347871200036	DK02
000380394300014	HR05
000299333000005	DK02
000428724000215	HU11
000431135200010	TR42
000351406000039	ITF1
000294154300013	UKL1
000353126300041	UKM8
000306133700006	UKC1
000466921500048	DK05
000334117300002	ES52
000345585200010	DE50
000338802400040	UKM7
000349999100220	TR51
000408062400027	CH01
000390760100094	DE23
000338133700004	ES61
000403212100020	EL63
000306747300020	DK05
000295333400090	DK05
000353002100013	ITG1
000337855600045	ES52
000393016000073	NL41
000413226800011	PL91
000275146100052	NL31
000308003504104	ES61
000234305200058	UKC1
000290628500025	ES21
000308184600031	EL30
000352926300008	ES30
000436552700053	DK05
000290635000005	DE11
000407137700011	UKE3
000377101804096	DK05
000458179200010	DK05
000459952200039	NL33
000331081500109	DE50
000355359900018	DK03
000292032400009	DEA2
000351748300005	ES61
000380477600079	FI1D
000373126500012	DEA4
000363225700008	RS22
000286748400001	ES51
000387091900358	FRK2
000434742800002	DE73
000309624500016	PT11
000380443100011	FRD2
000437280300007	DE11
000341346600008	ES61
000368825100007	ES52
000333504200021	ES30
000464911900057	DK05
000300535100022	PL91
000276574700038	TR10
000436173600043	ES21
000321160300037	DE92
000307707100119	ES30
000276072900005	DK05
000387075300085	FR10
000434981901057	ITH4
000336525400108	ES51
000361555800004	ES30
000320908000005	BE24
000378882906046	DK05
000317001100028	ITC4
000310354700017	DK01
000319334901001	ES61
000440807600010	TR51
000450299300144	NL41
000355319000065	PL51
000398910000040	ES42
000482584200045	DK05
000286260300001	TR10
000450299300043	DE80
000374888800015	UKI3
000426696300106	SE23
000404967904103	UKK1
000447827700060	BE22
000470829100014	UKE3
000333304000031	TR63
000300459600029	PT17
000356461100010	UKM8
000278996500068	UKG1
000345341700010	PL91
000395486900003	ES51
000449293500143	NL32
000449447200007	ITC4
000334677400058	PL21
000390089400010	NL33
000310088300026	TR51
000385634500062	ES30
000337985700066	FRJ1
000401320000068	CH01
000370546300021	UKM8
000423673300020	DED4
000243474900007	UKG1
000325276700059	ITF3
000458468300015	DK05
000317003100025	ITH3
000347580600029	DK02
000395388300010	DE91
000383222100036	FRK2
000351683600010	ITH5
000454733500138	NL33
000515073401005	SE23
000447568800001	FRE1
000321705900006	DK05
000463031500018	RS21
000284567300004	FR10
000392402700067	DE21
000361534100017	PT17
000295007800035	FR10
000343135600160	TR10
000310329300030	UKM8
000442705800006	RO32
000423860100047	ITF1
000419855700012	TR81
000372614800058	EL30
000443196400040	ES61
000289318300020	IE06
000418951900001	CH04
000278812000036	NO06
000371103800004	ES42
000320915300007	UKL1
000387159800097	ME00
000400778404097	ITI4
000379126300271	ES61
000380440700051	UKI3
000335001100001	PT17
000428952700005	UKM7
000434981903006	AT22
000422306000008	BE24
000414917800049	CZ01
000371010900010	DEA2
000353831100058	UKJ3
000472769200111	PL21
000355277200001	DEA2
000496648000003	ES30
000292441400050	FRF3
000403682600049	ITF4
000404689200007	DE26
000387110600173	BE32
000414886600001	SE12
000284289000005	UKC1
000471252600003	ES30
000321704100013	TR51
000388376105153	NL11
000352706000017	DE21
000391424200120	ITC4
000414578400052	ITH3
000428687400007	FRK2
000380546800082	DE11
000401257500057	FR10
000367340700006	UKI3
000417090000011	CH04
000312036200007	PL91
000406491800004	PT17
000389088300081	CH04
000339654100007	PT17
000376400300041	EL63
000293724300010	ES52
000349212502041	DK05
000328064100045	IE06
000391851500070	MT00
