ut	nuts2
000364230500031	ES30
000467665500006	UKL1
000301311500006	IE05
000329530300073	DEE0
000414763200034	ITH5
000384785000026	UKI3
000318574700022	TR51
000472604200001	SE31
000347441900159	DE11
000355204800022	UKE3
000314736400054	ITC4
000385793200060	NO06
000348084800042	FI1C
000302177200006	UKJ3
000427333800018	UKJ1
000335874300060	UKK4
000424423900007	UKM7
000316152700094	CZ01
000315618700053	UKJ1
000346686100027	FI19
000349382600051	DK01
000288334300006	RO22
000333287200019	UKK1
000297545904072	ITC1
000309608000001	AT13
000334134000003	UKM8
000411752300025	TR71
000209454100006	NL33
000367340700044	SE12
000342278800009	IE06
000287542000005	DE11
000325451900028	IE06
000368096300008	NL33
000450539500003	ES30
000380295700048	DEB3
000441854100023	IE06
000378882901050	ITG1
000302728800001	ITC3
000209454100006	UKE3
000466265300001	DE40
000437077300096	PT17
000414887700035	FR10
000430762400028	DK05
000445972400044	UKI3
000400048107044	SE33
000371826100031	UKM8
000284674300004	CZ01
000283551300002	NL32
000395804400007	FR10
000388740800002	SE33
000337253200023	DK04
000293915700007	UKJ3
000393315100065	ITG1
000302175600015	DK05
000475454500002	NO06
000309630300029	BE24
000303957700009	ITF4
000301203000024	ITI2
000331155900007	ES13
000473335100001	IE06
000513309700002	UKK1
000378670500005	ES51
000475999200050	ES11
000426758200005	ITH3
000377109500024	UKI3
000345444200013	DE40
000445114700002	UKJ2
000345216902064	DK04
000331963100001	ES51
000279447600011	TR71
000315351800003	UKM8
000353732300004	FRG0
000408171200006	UKE3
000393090900034	NO0A
000363817400001	FI19
000432507600016	UKM8
000392769800033	PT16
000300835700004	ITI2
000327432500040	SE12
000382258600032	DK01
000277470900004	TR10
000297839400001	IS00
000460845700098	TR62
000281932900008	UKJ3
000364890700068	ITF6
000404848300011	TR62
000394399100026	ES51
000447025400008	UKI3
000284092600030	BE24
000406249300002	BE23
000378699300012	NL33
000258766000004	UKC1
000375936100220	ITF6
000336778100014	ITF3
000398030000152	ITF6
000314761300002	NO06
000357232500004	NO06
000306887900020	UKC2
000418212500049	NL33
000376663900005	FI1C
000341051200058	ES30
000392779500023	FRL0
000450826500162	ES21
000302483900013	DE40
000299198400026	UKJ1
000374789100002	FRI3
000314736400054	ITH5
000295489400006	NL22
000495127500005	HU11
000324926600006	FRI1
000426933000002	AT31
000328452800001	ES30
000466829400008	ITI4
000412748100006	ITF6
000458626800143	ES61
000514386700047	RO21
000454636200037	UKJ3
000452569400013	UKJ3
000323887500016	UKG3
000295489400006	NL32
000368036500020	UKJ3
000447380200001	NL33
000314478800050	AT22
000358455100119	ES61
000280129600027	RO32
000455903400026	ITI4
000374838000001	AT13
000265587100012	UKD3
000291402100004	CH01
000378882901050	ITI4
000302836500045	UKJ1
000287796600007	UKH1
000303433100021	TRB1
000335101900012	ITI4
000368821500009	ES51
000347577700079	FR10
000287078100014	FRK2
000338984300023	ITI4
000323242200002	AT13
000242031900003	UKF2
000386123700006	FR10
000321467200008	TR51
000334262000051	EL43
000288433400008	ES21
000347580600094	IE05
000455171600066	FRH0
000305092200003	CH02
000364249500033	NL31
000399460300065	ITH3
000300470100081	ES62
000342749800023	UKI3
000330096000060	BE24
000294483500018	FRI3
000352176800004	BE23
000297355900011	FRK2
000372986600062	ITH5
000482521600018	UKL2
000174414900025	UKI3
000324566400040	BE23
000312953300102	ITC4
000345036300008	SE12
000354505000021	DE11
000346342000011	UKD4
000208787900006	IE06
000318034100019	TR62
000495142800043	TRB1
000330488100054	SE12
000381497300029	IE06
000367237300005	ITH3
000382591000032	PT17
000309118100236	FRG0
000277383500004	UKH1
000274386600003	UKJ3
000346332000018	DE40
000284225500029	DEE0
000341597600012	SE11
000275766400005	BE21
000417508100010	ES52
000287542000005	DK02
000379331500040	DE21
000393000700040	TR41
000311132400006	UKH1
000178587600001	UKM7
000407954300027	UKC1
000320330400010	TR51
000449892900102	NL33
000279747100015	ES12
000291286300035	DE13
000431057700001	FR10
000419986500029	ES52
000334287900008	HU21
000284511300003	UKK1
000295610200001	LU00
000384640900032	UKK3
000273771700024	UKE3
000358918200012	NL33
000406249300002	NL33
000330329600006	UKJ3
000239554200012	CH01
000327800700009	CH04
000339642000002	FRJ2
000408118700060	SE11
000312822300008	TR72
000423649700016	FRK2
000299510600008	UKF3
000363499000055	UKM5
000426254300012	DEA1
000314115500035	UKJ1
000411646200026	UKM6
000376663900005	FI19
000485976800016	ES30
000416497900012	ES12
000293195500033	ES70
000432193500069	ES30
000501650500013	SE33
000462646700020	ES52
000291999800001	CH06
000348403800009	UKM7
000360080200036	SE11
000485880000001	UKK4
000323945600039	ES61
000395212500001	ES11
000370102400021	ES21
000506652300052	ITH5
000326107100002	NO06
000466249500032	ES61
000357978500077	DE21
000406348600001	NL11
000317042701030	DE94
000287420400007	DEA2
000462539300009	DE40
000303957700011	NL33
000406086100009	UKE4
000332351200002	DK05
000374811200012	NO06
000423965400127	IE06
000384640900032	UKM8
000275612000033	FRC2
000386977900040	FRK2
000426865600110	ITF6
000447404900001	CH04
000493220000002	DE11
000313670200037	SE23
000449724700029	IE05
000299695400052	IE06
000302821800034	UKF1
000299429000271	FRK2
000309118100233	FRK2
000302176600023	NL31
000316479300008	IE06
000298662500013	UKM7
000403431000012	UKI3
000406700200144	DK05
000300202000001	ES61
000407137700030	ITH3
000391701600024	UKE3
000283831100035	ES11
000414913700011	CZ01
000357235400028	TR61
000401122400025	BE23
000348285700010	DEA5
000411752300025	TR63
000482584200014	ITH3
000439403000007	ES51
000413415300001	BE10
000380438000021	IE05
000379161500004	UKI3
000297353900011	NO06
000353732300002	TR10
000345470100070	TR32
000352160600024	DK01
000341544300026	DEB3
000273195100017	SE12
000279181400001	AT22
000447025400012	IE06
000423640900001	UKJ2
000460894600019	ITH5
000285397100007	DEB3
000399674000012	ITF3
000422899000001	SI04
000368442100047	FR10
000381654900001	UKG3
000426619500034	UKI3
000287162400289	TR51
000301717400001	ES21
000349382600050	UKJ1
000280142100013	UKM5
000348452000005	DE60
000337858500010	ES41
000314736400064	FRK2
000280260000023	IE05
000324655900066	FR10
000447092700042	NL21
000426619500013	UKI3
000303957700009	ITH5
000347720400004	UKE2
000290431500002	NL32
000417741400003	UKE3
000343318500016	DK01
000288838000016	UKD3
000346733200018	PT17
000292510400031	FRI3
000380555600012	PT17
000357968700033	ITH5
000348452000005	SE22
000427619400030	ES51
000417070500028	NO06
000414887700035	FRE2
000322498500127	UKJ3
000476865900204	PT11
000346733200018	DE30
000371948400040	UKD4
000311865900063	DK05
000379270600063	UKG3
000333892700008	FR10
000449293500365	ES61
000488766600001	UKK1
000280205200033	FRL0
000327552500038	DK01
000475999200050	UKK4
000401492900015	NO08
000310329800018	UKJ1
000334897700025	RS22
000274818400010	IE06
000422868901162	IE06
000343635100007	CZ05
000267543200016	NL33
000360288900033	DE73
000328687400004	ITC4
000415769300041	EL65
000488766600001	IE06
000412823000024	DED5
000392916100044	TR51
000355359900049	UKI3
000423641300040	CH04
000350856400005	NL33
000368252900101	CH01
000363499000017	PT17
000390470600007	BE23
000291967300163	RO12
000348452000005	FI1B
000316479300007	UKG3
000295007803035	ITC1
000467752400030	IE05
000378660500018	UKK4
000424175900042	TR42
000456761300057	ITH3
000390706300050	RO11
000317481700008	UKI3
000273884100034	IE06
000296704000005	UKF3
000359682100023	PT17
000298378600010	UKM7
000436599000151	UKK4
000436901400017	ES21
000387091900262	NO08
000458626800143	UKK4
000411444300190	DK05
000290623200002	UKI3
000513310000035	IE06
000348006700048	UKG3
000408371400033	UKJ1
000287420400007	DE21
000353855200005	TR51
000460894600006	ITH5
000368089200011	CH01
000273428800012	FR10
000236992700048	NL22
000450338600002	DE30
000289147900001	NO06
000236992700048	NL32
000433269100028	ITI1
000353637100091	FRG0
000462375900045	UKI3
000274958900003	PT16
000416844300002	SE12
000464318300137	PT17
000372940200030	AT13
000411444300260	ITH5
000369332000277	NO06
000349465900434	UKE3
000435701200028	NL11
000390735900038	ITC4
000449899500014	IE06
000436885900022	FRI1
000438408800115	ES61
000360216100021	DE11
000471977400040	DE40
000406399700002	UKH2
000346394900027	AT13
000306887900020	UKJ1
000288362400002	PL61
000398996207040	ITG1
000378000000007	FRF1
000324312400006	UKJ3
000296019500007	DE14
000340838300009	DE21
000398030000162	ITI1
000329344100007	NL33
000440602300090	SE11
000338802400041	ES11
000372338600015	UKJ3
000379271800048	NL11
000274338800062	DE21
000487199700016	NO06
000412607000041	ITC3
000390822900066	ES30
000469045900044	ITI4
000290250000002	UKJ1
000399395700522	NO09
000366225300047	ITI4
000325954500034	ES21
000468597900018	SE11
000426614500025	NL21
000287377200007	UKD4
000412359000017	ITH3
000286516400008	UKM8
000465195700033	ES12
000352090800001	ES51
000315177400020	RO42
000280361500007	UKF2
000430517800014	PL41
000361405300011	UKF1
000358627500006	BE24
000340541000018	AT22
000323884300023	NL33
000295715900015	FRI3
000303957700011	ITH5
000399033000031	SE33
000413685000005	TR10
000373149500002	ITI4
000327552500038	DK05
000378670500005	ITI4
000327200402129	UKI3
000324426100002	NO06
000513310000009	UKM8
000374790200009	BE24
000448674000002	UKL1
000330282200021	IE06
000379161500004	UKJ2
000346337400011	UKK1
000341680000017	ES11
000312822300008	TR71
000284511300003	PT17
000377984300040	ITG2
000346394900027	ES51
000380394300091	ITF1
000374313000070	IE05
000410010800022	UKL1
000390735900038	AT12
000456351200049	NL21
000428830000019	UKL1
000322079600016	UKI3
000401204700057	EL52
000348013300014	NO06
000309539300012	CH04
000360080200036	UKK1
000328737700081	SE23
000284548500004	TR51
000282042200008	DE94
000314760900005	NO08
000452551100018	PT16
000314667100006	DE94
000390735900038	NL31
000429570100010	UKG3
000265813900009	PT17
000321488600004	DED2
000388116000006	UKI3
000475999200050	IE05
000306594800021	UKE3
000357286400005	FR10
000292123900054	ITC1
000356740300004	ES61
000393000700040	NL21
000352248400002	UKJ2
000316642500012	PL84
000313964500002	ES62
000425241600072	DK05
000284479300008	NL33
000335200900021	FRB0
000487746100013	DED2
000445031300133	ES21
000398736700029	SE12
000365079600001	FR10
000320145000005	DEG0
000317537400032	NO06
000398541900106	FR10
000375572100011	UKH1
000296936700001	FRK2
000452569400012	DE11
000353220200012	SE33
000335321600001	ES52
000414172100010	DE21
000379793600031	DE91
000287922200005	SE12
000502269500116	ITH4
000325587300011	ES13
000474500100019	UKK1
000369001600021	BE24
000383547900096	PT17
000484877500002	UKL1
000388667900145	UKE1
000337261500019	BE23
000364327300014	UKK1
000321488600004	AT13
000406700200162	UKG3
000368252900121	UKI3
000411774600010	DK03
000392769800033	PT17
000470765400001	UKJ1
000416052400005	NL32
000426884100074	ITG1
000474208400039	PT17
000326737200007	ITI4
000330096000060	BE25
000337858500010	UKK4
000379126300214	ES30
000400156200050	FR10
000449892600091	FRK2
000379331500040	AT13
000354505000021	ES41
000352201001016	ITH4
000307196000111	ITF6
000325657000116	CH01
000380485500054	ITC3
000295242000011	ES11
000513310000034	FRK2
000307032600020	FRK2
000439403000007	BE23
000338802400034	UKL1
000363345800001	UKC2
000380070200034	ES51
000338984300023	ITC1
000350764600013	ES30
000403477100013	FRH0
000304342200018	EL30
000445990700015	ES51
000309118100234	FRK2
000367136300013	DK05
000287295100034	SE11
000405253500074	ITI4
000282030800001	ES61
000425200700085	SE12
000343627300003	UKJ2
000294576300015	AT13
000338802400035	CY00
000459365600044	FRD2
000329958000006	ITF6
000462375900013	UKM8
000366063100013	ITI3
000406937100032	HU11
000426933001070	UKE3
000345036300008	UKI3
000341597600012	CH04
000450338600002	PL41
000390514300014	IE05
000303502900013	TR51
000367340700042	IE06
000322079600018	BE24
000368631400010	DEB3
000351978500008	ITF6
000273581700004	FRE1
000386410500044	UKK4
000347577700079	FRJ2
000364249500033	NL33
000364770500463	DK05
000288340400006	AT22
000325895100001	SE12
000343318500016	ITC4
000485880000001	IE05
000376663900005	FI1B
000360590200011	DK05
000309238400036	DE71
000492797300103	ES51
000284080500003	UKG3
000344193600163	CH01
000320773700008	IE06
000447477200014	FRJ1
000285500400003	UKK1
000281151200026	DED2
000309420500002	ITH5
000323981900008	ITH5
000349383300007	AT22
000390628300003	UKK4
000367340700041	FRG0
000433648500078	UKK4
000399966000043	DK01
000285485100037	TR51
000300140700007	SI04
000370102400038	SE12
000394059900004	UKG3
000326350800004	FRB0
000334287900009	NL12
000300935300006	UKI3
000430902000075	UKI3
000402062600065	ES61
000447576500089	PT17
000441708900011	ITC4
000490488303052	ITC1
000376800200011	ES61
000325587300017	IE06
000360216100021	ES41
000283551300002	NL33
000376179800006	PL91
000297355900011	ITC4
000483626500008	IE06
000482521600018	UKE4
000178587400006	ITH4
000318242100037	SE12
000178587600001	SE23
000403212100066	UKE3
000359682100023	CZ01
000447047900021	FRK2
000400228700007	DEA1
000287585300008	UKI3
000367626900001	ES30
000315548300002	NO06
000461929200003	FR10
000295375100008	NL33
000468049400019	UKD3
000392779500023	FRG0
000323160100001	UKK1
000460628600098	DE40
000367531500025	SE12
000279416600003	DE11
000346342000011	CH01
000346622400011	LT02
000337576900001	ITI2
000347577700079	FRI1
000328868700035	UKJ1
000363728300004	SE11
000285292300002	NL33
000371826100031	UKM7
000511675300011	TR71
000399515100007	UKI3
000455837400001	DE30
000401883900025	CZ01
000435195500021	TR51
000328095000046	ITC4
000347720400004	UKK1
000480539500016	ES52
000284511300005	UKJ1
000418212500049	NL21
000401631700010	DE23
000348084800009	UKJ3
000434634600015	FRE1
000302824900125	ITF3
000278236900023	NL32
000411444300827	UKF1
000302483900013	UKJ1
000451004100015	UKI3
000351830300005	DE11
000342527500006	ES51
000445642900012	PL63
000411444300549	ITI4
000312901700035	NO06
000439102400002	TR32
000378958600005	ITC1
000481728600001	DE12
000288355400001	UKK1
000309054800009	UKM8
000388171900005	DE71
000331348700007	ES11
000295412700003	DE13
000426335600070	UKM7
000424175900049	UKM8
000360379700006	EL30
000388171900005	DE12
000346056700021	ITC1
000363348900007	PT16
000379918300007	CH04
000312821600007	ITI2
000406726000025	TR71
000330016900008	ITC4
000346542500082	ES11
000331422200040	ES41
000404104800038	UKI4
000277836100013	BE24
000366055800043	NO06
000321804200007	UKG3
000360554300053	BE23
000356553300032	ITF6
000353995400002	BE21
000302483900013	DE60
000333551500063	DE50
000273195100017	SE33
000287254000016	HU33
000450726000004	SE11
000360705200059	UKE4
000366071800007	FRJ1
000457893900052	ITH4
000439102400002	DE30
000313790300038	ES41
000349738700004	UKK4
000276329500023	DE26
000445164800121	ES61
000459743700121	DK04
000395826100018	PL91
000317003100023	DK05
000324036200005	FRK2
000474500100001	FI1C
000447477200014	ITI2
000289005300006	AT13
000451814000205	SE12
000490134600008	ITC1
000384399100001	DEB3
000360928200002	FRK2
000369332000277	SE33
000411774600010	DK05
000322119900010	UKE3
000303375900003	PT17
000504648100118	DK04
000316557800011	DEG0
000363499000045	DK05
000377263400016	PT17
000502269500116	ITC1
000301203000024	ITC4
000465195700009	UKI3
000437013900008	BE24
000351760400037	DK05
000309268600016	UKF1
000316965800001	ITF3
000472521800001	UKL2
000333304000015	NO06
000452901600051	ITF4
000407394200023	UKK1
000450726000004	NO08
000391880500017	PL81
000460894600019	ITF3
000358255700074	DE73
000380443100036	UKE3
000460709400031	SE12
000339618500051	ES51
000324526500007	NL12
000283336900009	DEA2
000368252900121	NO08
000378670500005	AT13
000326128100015	EL61
000448410600018	DK01
000377984300040	ITG1
000473105700065	UKJ2
000322416800001	DE30
000393315100024	ITI1
000487274100021	BE21
000321202700003	UKH1
000331662800044	FRK2
000347515300030	NO0A
000325342500046	TR51
000293268200011	SE11
000286678600007	FR10
000367340700001	ES30
000412379300023	FRH0
000406249300002	UKK1
000413685000081	BG41
000295375100008	ITH5
000348285700010	DEA3
000353747600006	ITH5
000381504800072	DE12
000368036500002	ITG1
000348084800009	SE12
000380485500415	BE23
000284967000006	DE11
000346332000018	DED2
000426968800068	AT31
000321993500020	UKE3
000368036500002	ITF3
000282303300017	DE71
000399625300001	NO06
000372452500002	UKM8
000291013100004	ITC1
000275855400017	FRF3
000301311500006	DK05
000284479300008	EL30
000311746800001	EL30
000364248300102	TR10
000271688300014	UKH2
000446604500183	SE11
000389317100017	ITG1
000446604500153	SE12
000384641900013	TR51
000375488300009	ES30
000389317100017	ITF3
000447832100229	UKE3
000407018700001	ES61
000332136100020	ES61
000411889800005	CH04
000432193500069	UKM8
000382258600032	IE04
000484454000078	RO22
000304746100004	ES51
000452571100006	UKC1
000460847800078	FRF1
000419147304046	FR10
000404703800049	UKD7
000391556500065	UKE3
000343339900028	ES42
000379590600010	ITF6
000407655300036	NO06
000429761700029	UKE4
000364248800014	LU00
000395804400007	FRE2
000375484800013	BE24
000331208900001	NL41
000305614700003	CZ06
000320145000005	DE13
000428949100003	DE21
000403682600016	UKK1
000357975100010	SE12
000345762100005	ES61
000273581700004	BE23
000347441900104	CH04
000512340000130	IE05
000337876400005	ES21
000380068500033	BE23
000430275000015	UKJ1
000310694200001	NO06
000286343000006	IE06
000411444300549	ITG1
000274389200035	FRI3
000337123000037	ITI4
000342749800023	UKD4
000340236700013	FRJ2
000417175300009	UKD3
000467794200035	TRC1
000285908300011	IE05
000403121400006	UKL2
000323242200002	FRH0
000380609800075	ITF3
000293279500021	PL91
000324516300003	CH01
000383909100078	SE12
000419670400017	TR72
000280260000011	EL30
000317537400032	SE12
000345894400015	SE12
000386493800077	FRK2
000447025400040	IE06
000406249300002	DED5
000389355500023	UKM7
000323981900008	DE40
000395963500027	ES61
000330743000077	SE12
000474676000005	FRE1
000349383100018	ES51
000353732300065	UKF1
000419553800020	NL33
000408118700060	DEA2
000410010800002	UKL1
000385341300013	DEA2
000273729300001	UKJ3
000354780100015	DEA2
000439102400002	FRI1
000303645000005	PT17
000446604500183	DK05
000313895800006	NL33
000332038900035	ITC4
000371057000009	FR10
000358193700107	IE04
000313876800010	UKJ3
000282042200008	DE21
000475554300017	BE24
000316805700016	HU33
000385318700067	FRH0
000460332600015	PL52
000364248300002	ES21
000208615400005	ITI4
000455204800561	UKE3
000367486600012	IE06
000445441000001	BE23
000416498100077	UKG3
000358193700118	IE05
000344552500004	EE00
000371189100007	NL12
000412608200018	PL81
000447404900001	SE12
000373533800016	ES21
000382000300002	BE24
000342749800023	EL63
000466999400014	UKM8
000483626500003	UKM7
000288976000016	PT17
000455264600072	UKD3
000303957700009	ITF6
000465054100006	DK05
000490488300052	ITI4
000451281600040	TR31
000284092600002	ES61
000423964800440	SE33
000318156200003	FR10
000379704000007	FRG0
000376699200009	UKJ1
000293379700002	DEB3
000383318300010	DE60
000379739600003	UKK1
000407394200023	HU11
000293268200011	NO08
000277383500004	UKJ1
000439102400002	ES24
000451218700022	ES51
000406348600001	UKM7
000372338600015	ITH4
000349382600021	NL33
000301828300047	ES61
000290250000002	BE24
000318156200022	FRI3
000413152200002	HU33
000297188200006	UKN0
000290227800023	UKM7
000402180500070	ITI1
000295007803032	NO06
000413415300001	UKK1
000369190600061	FRK2
000291466700018	FRK2
000460847800023	PT17
000336217000021	DE73
000371954000003	ES51
000323242200002	LU00
000396130300013	UKG3
000303376200003	UKK1
000429761700050	AT12
000351830300029	IE06
000340992300115	DE91
000371837000020	EL63
000393000700040	NL33
000403212100033	FRE1
000326773200040	UKH1
000312901703075	DK04
000355209300036	NO06
000411391800002	UKM7
000284475000001	FRE1
000378699300008	SE12
000301035600009	FRG0
000292878000002	UKK1
000303957700009	ITG1
000462690100017	UKJ1
000275331300016	DE13
000373594900001	FRD1
000325020800005	DE13
000320773700018	ITC4
000330329600006	UKI3
000293195500033	ES11
000417228200026	UKK3
000456761300057	ES30
000474680100064	HR03
000349361200014	ITC4
000345578300025	UKG3
000276791800007	UKD3
000406137200001	ES51
000352248400002	UKM8
000451992500101	PT11
000298299701011	EE00
000305089900105	UKI3
000379918300007	SE11
000301834800009	TR10
000355735400005	TR51
000432507600016	UKE1
