ut	nuts2
000227279600003	UKC2
000227685600013	DEA1
000227686800004	ES70
000227756600020	PT17
000228809600008	UKC1
000228809600008	UKM7
000228850400012	CH01
000229268100324	BE24
000229410100009	ES21
000229684900014	DK05
000229803700011	DEA1
000230114000025	DE30
000230123100050	UKI3
000230168500216	UKE3
000230250500004	UKK4
000230596900020	UKH1
000230596900020	UKI3
000230999700004	NO08
000231209900042	PT17
000231594700132	UKM8
000231928300006	FRG0
000232048800007	EL30
000232094500003	DEA1
000232156500015	RO42
000232189100190	UKJ3
000232189100191	BE24
000232413300058	FRJ1
000232413300058	FRK2
000232686700002	FR10
000232686700002	FRI1
000232686700002	FRJ2
000232686700002	FRY3
000232794600020	PT17
000232971800003	DE26
000232971800003	FRI3
000233084000001	DE13
000233084000001	HU33
000233084000001	UKG3
000233133500042	NL22
000233133500042	UKD3
000233142900007	UKH1
000233142900007	UKI3
000233621800007	SE12
000233644300003	FR10
000233651800027	ITC3
000233877800002	UKJ3
000233877800005	FR10
000233877800005	FRG0
000234133300044	NL22
000234133300044	NL32
000234133300044	NL33
000234518600005	UKI3
000234521400009	DE13
000234521400009	FRF1
000234723300005	CH04
000234723300005	UKI3
000235384900007	FRG0
000235418900085	ITF4
000235420300014	SE12
000235431800018	FRK2
000235433200040	PT17
000235532700022	UKH1
000235532700022	UKI3
000235626000006	SE12
000235722400029	HR05
000235722400029	HR06
000235944700003	DK02
000235944700003	DK05
000236090703107	FR10
000236094900012	CH04
000236448000003	UKD4
000236555400015	ITF3
000236555400015	ITH5
000236696600003	SE12
000236771000001	NO06
000236814100023	UKJ3
000236992700048	NL22
000236992700048	NL32
000237188500012	NL33
000237404200721	UKE3
000237829500025	PL91
000237849800007	UKI3
000237849800032	ES30
000237957400047	FRK2
000238056400014	PT17
000238272600012	ITC1
000238272600012	ITF5
000238278100002	ES70
000238335100002	FR10
000238335100002	FRK2
000238515900006	CH01
000238515900006	ES51
000238782900214	PT17
000239038700007	BE24
000239195200002	UKM7
000239295000062	FRK2
000239373400007	DE72
000239373400007	DEA1
000239554200012	CH01
000239592000006	NO08
000239960600029	IE05
000239960600029	UKJ3
000239960600030	UKI3
000239976200010	UKF2
000240247600012	NL32
000240247600012	NL33
000240247600012	UKC1
000240328700001	DE13
000240567400016	ES52
000240888700414	IE05
000240888700414	UKJ3
000241257400002	FI1B
000241257400002	FRF1
000241257400002	LU00
000241257400002	UKD4
000241289600003	SE12
000241645000001	AT13
000241757600056	DE11
000241757600056	FR10
000241757600056	UKD3
000241757600056	UKH1
000241767600062	DEA1
000242016000025	BE23
000242031900003	UKF2
000242197400007	UKK4
000242291100001	FRG0
000242494000004	DE21
000242528500003	UKJ3
000242628800003	UKJ3
000242684900006	FRI3
000242786200053	NL22
000242786200053	NL32
000242786200053	NL33
000242907400035	NL41
000242987500003	DE30
000243102400063	SE22
000243282200003	NL33
000243311200092	PT17
000243400500071	BE10
000243582400105	SE12
000243784100019	UKH1
000243784100019	UKI3
000243799500010	ES70
000244175400096	DE26
000244175400096	FRI3
000244449100006	CH01
000244449100006	DE13
000244530800078	PT17
000244570700015	UKD3
000244752200023	NL22
000244752200023	UKD3
000244799800012	DE11
000245038000030	DE21
000245056400005	ES51
000245068900008	FR10
000245068900008	FRH0
000245068900008	FRK2
000245199400010	TR63
000245199400010	UKD4
000245462200019	TR10
000245501500005	TR31
000245806000056	ES51
000245806000063	BE24
000245806000064	UKI3
000246016000013	ES30
000246193700057	CH04
000246281500003	UKJ3
000246281500010	UKC2
000246381600008	UKJ3
000246424600008	AT13
000246486100069	ES22
000246563400004	UKK1
000246563400009	DE30
000246563400012	EL30
000246990000022	DE30
000247305900002	DED2
000247305900003	DE30
000247572500003	NO08
000247572500003	NO09
000247844900025	NO06
000247924900017	UKI3
000247924900027	IE05
000247924900027	UKJ3
000248118800121	UKE3
000248118800126	UKK1
000248118800245	FRH0
000248196900012	UKJ3
000248196900020	TR10
000248196900025	SE12
000248386700007	DE30
000248570500016	ITG1
000248972900010	PT17
000249222400002	UKI3
000249320500003	DE21
000249320500003	UKG1
000249357500004	BE10
000249603700065	TR51
000249603700219	CH02
000249603700219	FRK2
000249802300008	UKJ1
000250122200031	ITC1
000250421800005	ES51
000250421800005	FR10
000250473400007	BE23
000250541500008	DED5
000250589300146	SE12
000250677300005	DE13
000250677300005	HU33
000250717700058	DK05
000250717700060	PT16
000250717700061	UKM8
000250717700075	PT16
000250717700075	PT17
000250839800008	ITI4
000250839800008	UKJ4
000250910500031	EL30
000251296801163	ES51
000251463200024	ES52
000251608402043	ITC4
000251654200008	DK01
000251654200008	ES51
000251930000012	PT16
000251930000012	PT17
000251930000016	FR10
000251987400057	PT17
000251987400057	UKI3
000252109500011	ES30
000252109500011	ES52
000252112600014	BE23
000252259500003	ES30
000252265106016	CH01
000252265106016	FRE1
000252328700013	EL30
000252328700013	EL43
000252502400003	FR10
000252502400003	FRI3
000252580700001	NO06
000252826700028	UKI3
000252826700029	IE05
000252826700029	UKJ3
000252826700031	ES51
000252997100022	ITF4
000253018300004	UKI3
000253100100019	FRJ1
000253398500013	UKM8
000253451300118	ES30
000253451402017	BE24
000253471500006	FR10
000253471500007	FRE1
000253471500018	FRB0
000253471500018	UKD3
000253613100040	DE21
000253613100040	DEC0
000253613100049	ITC4
000253646600005	UKJ1
000253702200248	UKJ3
000253702600008	PT17
000253761500121	UKE3
000253911600005	ES30
000254237900027	ES51
000254517101066	PT17
000254587500010	AT22
000254678100007	NO06
000254900000004	ES51
000254978600023	FRJ2
000255187600014	UKI3
000255303300003	DK01
000255529100020	PT17
000255606800013	DEF0
000255606800013	NO06
000255606800013	NO08
000255993600100	UKE3
000256054900002	UKK1
000256054900013	UKC1
000256126400009	NO06
000256137900007	ITC4
000256137900007	UKI3
000256137900007	UKJ1
000256273400003	ES70
000256440600014	UKI3
000256440600014	UKK1
000256441100035	PT11
000256441100035	UKD3
000256500400099	PT15
000256500400099	PT17
000256612600004	UKI3
000256900500022	DE30
000256900500025	DE30
000256991200020	NL31
000256991200020	NL32
000257005800003	UKD4
000257153500034	AT13
000257153500034	AT22
000257153500034	DE71
000257169600161	UKM8
000257254800004	FR10
000257254800004	FRK2
000257519100046	IE05
000257519100046	UKJ3
000257519100055	TR51
000257524600021	FR10
000257795900003	SE12
000258032200042	UKG3
000258390300007	SE12
000258390300007	UKD4
000258744100014	DEA2
000258763000011	TR51
000258766000004	UKC1
000258826900037	DE25
000258826900037	UKH1
000258826900037	UKH3
000258826900037	UKI3
000258863700040	PT17
000258863700040	UKI3
000259017500035	IE05
000259068900010	DE21
000259117000034	TR51
000259182600025	ES51
000259347800084	UKI3
000259367600004	UKI3
000259432900019	ES70
000259441500013	ITC1
000259516700004	DE30
000259537100008	RO32
000259537100008	RO42
000259587600016	PT17
000259673500006	ES12
000259693800002	DE13
000259693800009	UKI3
000259888200057	UKM8
000259920400135	UKE3
000260065800013	DED2
000260398500153	ES21
000260398500153	FRK2
000260398501174	BE24
000260425900003	DEA2
000260446900104	ITC1
000260495700005	RO32
000260495700005	RO42
000260566000057	UKI3
000260707700007	DED5
000260784700001	DE11
000260784700001	DEC0
000260981400012	NO06
000260981400012	UKH1
000261003700022	DED5
000261003700022	DEE0
000261009000008	ES62
000261074500005	PT11
000261074500005	PT16
000261308700001	DK05
000261534400068	NO06
000261703400004	FRB0
000261705300006	UKI3
000261705300006	UKJ4
000261705300006	UKL1
000261888900001	ITC4
000261888900001	ITH5
000262093900029	AT22
000262221300254	ITG1
000262532400003	ITH5
000262532400003	UKK1
000262564600007	ITC4
000262646900052	CZ01
000262822200003	FRE1
000262946700058	ITH5
000262973300002	BE24
000262973300002	NL41
000263071100037	UKF2
000263409900023	UKJ3
000263424200006	ES52
000263581700069	PT17
000263595500001	CH04
000263608500006	ES30
000263608500026	SE12
000263666000001	ITC1
000263678200002	UKI3
000263679100002	BE24
000263679100002	NL41
000263806800004	UKM7
000263816200007	ITI2
000263927700016	FRE1
000263927700022	ES11
000263946200098	ITC1
000264057200042	CH01
000264057200042	CH02
000264057200042	HR03
000264057200042	ITH5
000264273700024	AT33
000264273700024	DED5
000264306500012	PT17
000264306500013	ES11
000264423000006	EE00
000264423100003	PT16
000264423100003	PT17
000264503500010	LU00
000264503500010	SE12
000264503500010	UKD4
000264503500010	UKK1
000264735500011	ES51
000264735500011	FR10
000264837000002	SE12
000264859500022	FR10
000265090300023	ES30
000265092100025	UKI3
000265425600001	ITC1
000265586200009	FR10
000265587100012	UKD3
000265654500149	IE06
000265711700019	FR10
000265788300054	FRE1
000265813900009	NO06
000265813900009	PT17
000265823300094	ITI2
000265837900054	PT17
000265839400012	UKI3
000265933700063	DE12
000266019500012	FRI3
000266057600016	NO06
000266176400001	ES22
000266245600004	SE12
000266345800015	FRE1
000266394700009	NO08
000266406200007	DEA1
000266770300002	UKD3
000266913700006	PT11
000266913700006	UKJ3
000266983700014	ES51
000266983700014	FR10
000267036200022	ES51
000267036200040	ITC4
000267308800017	UKI3
000267369900003	ITF4
000267432000023	UKF1
000267543200016	ITH5
000267543200016	NL33
000267590800029	ITC1
000267677900010	CH04
000267692100003	BE24
000267692100003	NL41
000267770900003	DK05
000267770900003	ES11
000267958400009	ES52
000268081300018	UKF1
000268081300018	UKH1
000268100200041	ES30
000268200700037	ITI4
000268630701148	DK05
000268630701148	ITF3
000268687200001	DE40
000268696800016	DE13
000268899000009	ES51
000268902800013	UKI3
000268962800011	PT17
000269315000417	EE00
000269315000417	SE22
000269635900001	ES30
000269784200001	NO06
000270127500054	EL51
000270127500054	EL52
000270133900023	TR51
000270149700300	UKJ1
000270162500012	FRG0
000270378100147	SE12
000270378600036	UKF1
000270456500029	UKF1
000270637000007	ES61
000270810300076	FRK2
000270854200035	ES51
000270854200035	ITF3
000270854200035	UKM7
000270915700079	DED5
000270967800026	FR10
000271019900013	UKG3
000271379100003	NO06
000271379100003	UKH1
000271715900031	UKL1
000271834800068	ES51
000271907300007	BE23
000272008200025	ES11
000272191800108	FRI3
000272252100018	DE21
000272318900030	FRK2
000272597400011	DEE0
000272610800001	FRD2
000272610800001	FRE1
000272610800001	FRJ2
000272733200035	UKE3
000272999900006	ES61
000273224400002	UKI3
000273246700248	UKJ3
000273260500001	ITH5
000273260500001	NL33
000273367100001	UKK1
000273939400008	DEG0
000274847500012	ITF3
000275735500010	ITC1
000275735500010	UKM7
000275995600125	NL33
000276074404111	CH04
000276074404111	ITI4
000276614400030	EL30
000276893600006	UKK4
000276954300026	CZ01
000277383500004	UKH1
000277383500004	UKJ1
000277383500004	UKK1
000277836100013	BE24
000278992900001	UKN0
000279096900042	AT22
000279096900042	UKM7
000279096900042	UKM8
000279630100213	DK05
000279891700301	TR51
000280080200005	UKC1
000280080200005	UKM7
000280762001321	SE12
000282402900010	AT22
000286404300100	SE12
000286667100104	FRE1
000290881700003	FR10
000295333400056	DK05
000300140700007	SI04
000315177400020	RO42
000316557800011	DEG0
000325435800003	IE06
000325451200006	UKI3
000325587300017	DK05
000325587300017	IE06
000325657000117	CH01
000325657000117	ES51
000327200402129	UKI3
000342278800009	IE06
000343337200116	ITF6
000350893000010	CH01
000351830300001	IE06
000354660800003	DE11
000364890700068	ITF6
000366055800043	NO06
000366055800043	SE33
000369332000277	NO06
000369332000277	SE33
000387091900262	AT22
000387091900262	NO08
000390494800032	ITF6
000400156200050	FR10
000400156200050	FRK2
000440372200007	AT13
