id	label	description	x	y	cluster	weight
3405	3405	"<table><tr><td>Micro-level field;</td><td>3405</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of the american chemical society; journal of organic chemistry; angewandte chemie-international edition; organic letters; photochemical & photobiological sciences</td></tr><tr><td>Terms;</td><td>group; photorelease; gene expression; photon uncaging; coumarin</td></tr></table>"	-0.0463	-0.633	3	1
3271	3271	"<table><tr><td>Micro-level field;</td><td>3271</td></tr><tr><td>Main fields;</td><td>Social sciences and humanities</td></tr><tr><td>Sources;</td><td>schriftenreihe informatik; ekonomicky casopis; politicka ekonomie; e & m ekonomie a management; procedia social and behavioral sciences</td></tr><tr><td>Terms;</td><td>czech economy; wage; slovak economy; poverty; social medium</td></tr></table>"	0.0048	0.7786	1	1
3176	3176	"<table><tr><td>Micro-level field;</td><td>3176</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>journal of the american helicopter society; journal of aircraft; journal of guidance control and dynamics; aeronautical journal; aerospace science and technology</td></tr><tr><td>Terms;</td><td>helicopter; simulator; motion cueing algorithm; ship airwake; inverse simulation</td></tr></table>"	0.7907	0.1899	3	4
3244	3244	"<table><tr><td>Micro-level field;</td><td>3244</td></tr><tr><td>Main fields;</td><td>Social sciences and humanities; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>transportation research procedia; transportation research record; procedia social and behavioral sciences; sustainability; journal of transport geography</td></tr><tr><td>Terms;</td><td>city logistic; urban freight transport; urban area; last mile delivery; city</td></tr></table>"	0.4424	0.5965	1	3
3067	3067	"<table><tr><td>Micro-level field;</td><td>3067</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>transactions of the asabe; applied engineering in agriculture; crop protection; computers and electronics in agriculture; biosystems engineering</td></tr><tr><td>Terms;</td><td>air; spray deposition; sprayer; drift; pesticide application</td></tr></table>"	0.0519	-0.1392	4	2
2962	2962	"<table><tr><td>Micro-level field;</td><td>2962</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of heterocyclic chemistry; tetrahedron letters; synthetic communications; indian journal of heterocyclic chemistry; european journal of medicinal chemistry</td></tr><tr><td>Terms;</td><td>quinoxaline derivative; benzodiazepine; quinoxalines; di n oxide</td></tr></table>"	0.011	-0.7229	3	5
2985	2985	"<table><tr><td>Micro-level field;</td><td>2985</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>energy; applied energy; energy procedia; energy conversion and management; journal of energy storage</td></tr><tr><td>Terms;</td><td>compressed air energy storage system; caes; compressed air; air; thermodynamic analysis</td></tr></table>"	0.735	0.172	3	115
2885	2885	"<table><tr><td>Micro-level field;</td><td>2885</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee vehicular technology conference proceedings; ieee international conference on communications; ieee global telecommunications conference (globecom); ieee transactions on wireless communications; ieee wireless communications and networking conference</td></tr><tr><td>Terms;</td><td>robust header compression; selective repeat arq; effective capacity; sr arq; rohc</td></tr></table>"	0.842	0.5489	5	1
2951	2951	"<table><tr><td>Micro-level field;</td><td>2951</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of immunology; frontiers in immunology; cancer immunology immunotherapy; cancer research; oncoimmunology</td></tr><tr><td>Terms;</td><td>suppressor cell; myeloid derived suppressor cells; mdsc; gpnmb; arginase</td></tr></table>"	-0.8814	-0.2171	2	1
2935	2935	"<table><tr><td>Micro-level field;</td><td>2935</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>digital investigation; ifip advances in information and communication technology; lecture notes in computer science; communications in computer and information science; computers & security</td></tr><tr><td>Terms;</td><td>digital forensic; forensic analysis; forensic investigation</td></tr></table>"	0.7054	0.6155	5	1
2819	2819	"<table><tr><td>Micro-level field;</td><td>2819</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of biological chemistry; plos one; chest; copd-journal of chronic obstructive pulmonary disease; european respiratory journal</td></tr><tr><td>Terms;</td><td>antitrypsin deficiency; maspin; secretory leukocyte protease inhibitor; maspin expression; slpi</td></tr></table>"	-0.8658	-0.2394	2	4
2776	2776	"<table><tr><td>Micro-level field;</td><td>2776</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of power sources; journal of materials chemistry a; journal of the electrochemical society; electrochimica acta; acs applied materials & interfaces</td></tr><tr><td>Terms;</td><td>li o; lithium oxygen battery; rechargeable li o; li air battery; aprotic li o</td></tr></table>"	0.6262	-0.5601	3	1
2778	2778	"<table><tr><td>Micro-level field;</td><td>2778</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>european journal of pharmacology; british journal of pharmacology; annals of the new york academy of sciences; naunyn-schmiedebergs archives of pharmacology; bioorganic & medicinal chemistry letters</td></tr><tr><td>Terms;</td><td>agmatine; adrenergic receptor gene; imidazoline receptor; moxonidine; trp64arg polymorphism</td></tr></table>"	-0.8105	-0.0613	2	1
2717	2717	"<table><tr><td>Micro-level field;</td><td>2717</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>fusion science and technology; fusion engineering and design; vacuum; journal of vacuum science & technology a; journal of environmental radioactivity</td></tr><tr><td>Terms;</td><td>tritium; tritiated water; stainless steel; iter; soil</td></tr></table>"	0.6387	-0.456	3	1
2619	2619	"<table><tr><td>Micro-level field;</td><td>2619</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of biological chemistry; bioorganic & medicinal chemistry letters; advances in experimental medicine and biology; plos one; biochemistry</td></tr><tr><td>Terms;</td><td>characterization; dipeptidyl peptidase iv; expression; synthesis; inhibitor</td></tr></table>"	-0.7921	-0.282	2	5
2624	2624	"<table><tr><td>Micro-level field;</td><td>2624</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>lab on a chip; applied physics letters; journal of the acoustical society of america; ieee international ultrasonics symposium; japanese journal of applied physics</td></tr><tr><td>Terms;</td><td>surface acoustic wafe; acoustic radiation force; ultrasonic atomization; wafe; acoustic tweezer</td></tr></table>"	0.471	-0.4107	3	33
2676	2676	"<table><tr><td>Micro-level field;</td><td>2676</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on microwave theory and techniques; ieee transactions on instrumentation and measurement; ieee mtt-s international microwave symposium; european microwave conference; microwave and optical technology letters</td></tr><tr><td>Terms;</td><td>port reflectometer; port technology; vector network analyzer; s parameter measurement; uncertainty</td></tr></table>"	1.0167	-0.0478	5	1
2524	2524	"<table><tr><td>Micro-level field;</td><td>2524</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of natural products; tetrahedron letters; organic letters; tetrahedron; journal of organic chemistry</td></tr><tr><td>Terms;</td><td>oxazole; dolastatin; imidazoline; cryptophycin; cyanobacteria</td></tr></table>"	-0.2747	-0.5777	3	1
2535	2535	"<table><tr><td>Micro-level field;</td><td>2535</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>physical review e; chaos; physical review letters; epl; physica d-nonlinear phenomena</td></tr><tr><td>Terms;</td><td>kuramoto model; chimera state; phase oscillator; amplitude death; explosive synchronization</td></tr></table>"	0.7421	0.2517	3	136
2544	2544	"<table><tr><td>Micro-level field;</td><td>2544</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>atla-alternatives to laboratory animals; toxicology in vitro; regulatory toxicology and pharmacology; archives of toxicology; toxicological sciences</td></tr><tr><td>Terms;</td><td>embryonic stem cell test; animal experimentation; alternative method; eye irritation; animal research</td></tr></table>"	-0.5847	-0.191	2	5
2385	2385	"<table><tr><td>Micro-level field;</td><td>2385</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of enzyme inhibition and medicinal chemistry; bioorganic & medicinal chemistry letters; bioorganic & medicinal chemistry; bioorganic chemistry; journal of medicinal chemistry</td></tr><tr><td>Terms;</td><td>synthesis; carbonic anhydrase; characterization; inhibition; sulfonamide</td></tr></table>"	-0.5342	-0.4388	2	4
2419	2419	"<table><tr><td>Micro-level field;</td><td>2419</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>international journal of advanced manufacturing technology; computer-aided design; advanced materials research; applied mechanics and materials; international journal of machine tools & manufacture</td></tr><tr><td>Terms;</td><td>tool path generation; axis machining; tool path; free form surface; axi</td></tr></table>"	0.795	0.2514	5	2
2317	2317	"<table><tr><td>Micro-level field;</td><td>2317</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>australian journal of experimental agriculture; crop science; journal of ecology; crop & pasture science; plant ecology</td></tr><tr><td>Terms;</td><td>clonal integration; seed yield; white clover; alfalfa; medicago sativa l</td></tr></table>"	-0.2028	-0.171	4	7
2333	2333	"<table><tr><td>Micro-level field;</td><td>2333</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>radiation protection dosimetry; nuclear instruments & methods in physics research section a-accelerators spectrometers detectors and associated equipment; radiation measurements; advances in space research; applied radiation and isotopes</td></tr><tr><td>Terms;</td><td>neutron spectrometry; international space station; cosmic radiation; mars; iss</td></tr></table>"	0.4966	-0.3184	3	2
2349	2349	"<table><tr><td>Micro-level field;</td><td>2349</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>lecture notes in computer science; ieee conference on computational complexity; theoretical computer science; annual ieee symposium on foundations of computer science; siam journal on computing</td></tr><tr><td>Terms;</td><td>communication complexity; resolution; arithmetic circuit; depth; abstract state machine</td></tr></table>"	0.9172	0.4914	5	1
2760	2760	"<table><tr><td>Micro-level field;</td><td>2760</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>probabilistic engineering mechanics; journal of computational and applied mathematics; applied mathematics and computation; journal of sound and vibration; nonlinear dynamics</td></tr><tr><td>Terms;</td><td>response; random excitation; stochastic stability; nonlinear oscillator; moment lyapunov exponent</td></tr></table>"	0.9238	0.1487	5	1
2883	2883	"<table><tr><td>Micro-level field;</td><td>2883</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>free radical biology and medicine; nutrients; biochemical and biophysical research communications; plos one; british journal of nutrition</td></tr><tr><td>Terms;</td><td>vitamin c; ascorbic acid; scurvy; ascorbate; oxidative stress</td></tr></table>"	-0.7544	-0.2477	2	1
2090	2090	"<table><tr><td>Micro-level field;</td><td>2090</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>geomorphology; aeolian research; earth surface processes and landforms; journal of coastal research; journal of arid environments</td></tr><tr><td>Terms;</td><td>biological soil; wind erosion; biocrust; dust emission; tengger desert</td></tr></table>"	0.2139	-0.063	4	2
2124	2124	"<table><tr><td>Micro-level field;</td><td>2124</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; ieee transactions on signal processing; international conference on acoustics speech and signal processing icassp; signal processing; ieee signal processing letters</td></tr><tr><td>Terms;</td><td>fractional fourier; parameter estimation; time frequency distribution; linear; linear canonical transform</td></tr></table>"	0.7938	0.385	5	2
2131	2131	"<table><tr><td>Micro-level field;</td><td>2131</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>cytometry part a; bioinformatics; nature communications; scientific reports; genome biology</td></tr><tr><td>Terms;</td><td>single cell rna seq data; flow cytometry; single cell; single cell transcriptomic</td></tr></table>"	-0.8171	-0.2071	2	3
2142	2142	"<table><tr><td>Micro-level field;</td><td>2142</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; smart materials and structures; sensors and actuators a-physical; applied physics letters; journal of applied physics</td></tr><tr><td>Terms;</td><td>ionic polymer metal composite; dielectric elastomer actuator; ipmc; artificial muscle; ipmc actuator</td></tr></table>"	0.6356	-0.4149	3	8
2158	2158	"<table><tr><td>Micro-level field;</td><td>2158</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>photochemistry and photobiology; journal of photochemistry and photobiology b-biology; proceedings of spie; photochemical & photobiological sciences; journal of geophysical research-atmospheres</td></tr><tr><td>Terms;</td><td>ultraviolet radiation; mycosporine; uv b; enhanced uv b radiation</td></tr></table>"	-0.257	-0.2856	4	1
2167	2167	"<table><tr><td>Micro-level field;</td><td>2167</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of magnetic resonance; magnetic resonance imaging; applied magnetic resonance; magnetic resonance in chemistry; microporous and mesoporous materials</td></tr><tr><td>Terms;</td><td>porous medium; particle size distribution; magnetic resonance sounding; oil; inversion</td></tr></table>"	0.2661	-0.3648	3	3
1992	1992	"<table><tr><td>Micro-level field;</td><td>1992</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>sleep; sleep medicine; brain research; bioorganic & medicinal chemistry letters; peptides</td></tr><tr><td>Terms;</td><td>orexin; melanin; hypocretin; narcolepsy; cataplexy</td></tr></table>"	-0.7336	0.0449	2	67
2006	2006	"<table><tr><td>Micro-level field;</td><td>2006</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>marine pollution bulletin; environmental pollution; science of the total environment; environmental science & technology; chemosphere</td></tr><tr><td>Terms;</td><td>microplastic; effect; distribution; beach; marine debris</td></tr></table>"	-0.037	-0.2332	4	1
2017	2017	"<table><tr><td>Micro-level field;</td><td>2017</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of neurovirology; aids; journal of neuroimmune pharmacology; jaids-journal of acquired immune deficiency syndromes; plos one</td></tr><tr><td>Terms;</td><td>neurocognitive disorder; dementia; cognitive impairment; astrocyte; neurotoxicity</td></tr></table>"	-0.7539	-0.1174	2	1
2040	2040	"<table><tr><td>Micro-level field;</td><td>2040</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>communications in soil science and plant analysis; journal of inorganic biochemistry; plant and soil; biological trace element research; journal of plant nutrition</td></tr><tr><td>Terms;</td><td>aluminum; aluminum tolerance; alzheimer; iii; lime</td></tr></table>"	-0.3325	-0.3175	4	1
1922	1922	"<table><tr><td>Micro-level field;</td><td>1922</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>lecture notes in computer science; computers & security; ieee security & privacy; ifip advances in information and communication technology; communications in computer and information science</td></tr><tr><td>Terms;</td><td>information security policy; attack graph; cyberloafing; employee; security investment</td></tr></table>"	0.5304	0.6698	5	1
1924	1924	"<table><tr><td>Micro-level field;</td><td>1924</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>international conference on acoustics speech and signal processing icassp; interspeech; lecture notes in computer science; speech communication; ieee transactions on audio speech and language processing</td></tr><tr><td>Terms;</td><td>voice conversion; speech synthesis; statistical parametric speech synthesis; unit selection; artificial bandwidth extension</td></tr></table>"	0.6096	0.495	5	1
1926	1926	"<table><tr><td>Micro-level field;</td><td>1926</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>nicotine & tobacco research; tobacco control; addictive behaviors; international journal of environmental research and public health; drug and alcohol dependence</td></tr><tr><td>Terms;</td><td>electronic cigarette; e cigarette use; vaping; waterpipe smoking; electronic nicotine delivery system</td></tr></table>"	-0.6414	0.2889	2	1
1933	1933	"<table><tr><td>Micro-level field;</td><td>1933</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>american journal of medical genetics part b-neuropsychiatric genetics; molecular psychiatry; psychiatric genetics; biological psychiatry; plos one</td></tr><tr><td>Terms;</td><td>httlpr; serotonin transporter gene; catechol o methyltransferase; monoamine oxidase; comt</td></tr></table>"	-0.6526	0.287	2	2
1890	1890	"<table><tr><td>Micro-level field;</td><td>1890</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>construction and building materials; cement and concrete research; advanced materials research; cement & concrete composites; materials and structures</td></tr><tr><td>Terms;</td><td>polycarboxylate superplasticizer; polymer concrete; 3d printing; formwork pressure; comb</td></tr></table>"	0.669	-0.2065	3	5
1892	1892	"<table><tr><td>Micro-level field;</td><td>1892</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>drug metabolism and disposition; latin american journal of pharmacy; pediatrics; plos one; acta paediatrica</td></tr><tr><td>Terms;</td><td>udp glucuronosyltransferase; glucose; phosphate dehydrogenase deficiency; glucuronidation; phototherapy</td></tr></table>"	-0.7404	-0.2508	2	3
1792	1792	"<table><tr><td>Micro-level field;</td><td>1792</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>journal of hydrology; water; water resources management; theoretical and applied climatology; journal of hydrologic engineering</td></tr><tr><td>Terms;</td><td>spi; regional flood frequency analysis; standardized precipitation index; drought index; agricultural drought</td></tr></table>"	0.2998	0.0315	4	5
1799	1799	"<table><tr><td>Micro-level field;</td><td>1799</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>acm transactions on graphics; computer graphics forum; lecture notes in computer science; proceedings of spie; ieee conference on computer vision and pattern recognition</td></tr><tr><td>Terms;</td><td>photometric stereo; reflectance; transparent object; global illumination; polarization</td></tr></table>"	0.6608	0.4163	5	2
1815	1815	"<table><tr><td>Micro-level field;</td><td>1815</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of clinical endocrinology & metabolism; aging male; clinical endocrinology; journal of sexual medicine; european journal of endocrinology</td></tr><tr><td>Terms;</td><td>hypogonadism; testosterone replacement therapy; erectile dysfunction; serum testosterone; androgen deficiency</td></tr></table>"	-0.8351	-0.04	2	1
1806	1806	"<table><tr><td>Micro-level field;</td><td>1806</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>solar energy; renewable energy; energy conversion and management; energies; energy procedia</td></tr><tr><td>Terms;</td><td>global solar radiation; satellite; solar irradiance; active radiation; sunshine duration</td></tr></table>"	0.6226	0.184	3	222
1847	1847	"<table><tr><td>Micro-level field;</td><td>1847</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee transactions on dielectrics and electrical insulation; ieee international conference on dielectric liquids; conference on electrical insulation and dielectric phenomena annual report; ieee transactions on power delivery; energies</td></tr><tr><td>Terms;</td><td>mineral oil; natural ester; dissolved gas analysis; transformer oil; vegetable oil</td></tr></table>"	0.8059	-0.0059	5	2
1683	1683	"<table><tr><td>Micro-level field;</td><td>1683</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of the acoustical society of america; acoustical physics; ieee journal of oceanic engineering; oceans-ieee; aip conference proceedings</td></tr><tr><td>Terms;</td><td>geoacoustic inversion; time reversal; inversion; ambient noise; sound propagation</td></tr></table>"	0.6892	0.0657	3	1
1697	1697	"<table><tr><td>Micro-level field;</td><td>1697</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>inflammatory bowel diseases; plos one; world journal of gastroenterology; gastroenterology; gut</td></tr><tr><td>Terms;</td><td>nod2; dss; dextran sulfate sodium; experimental colitis; acetic acid</td></tr></table>"	-0.8311	-0.2132	2	7
1699	1699	"<table><tr><td>Micro-level field;</td><td>1699</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of turbomachinery-transactions of the asme; international journal of heat and mass transfer; journal of heat transfer-transactions of the asme; applied thermal engineering; international journal of thermal sciences</td></tr><tr><td>Terms;</td><td>film; jet impingement; film cooling; film cooling effectiveness; hole</td></tr></table>"	0.725	-0.2154	3	26
1715	1715	"<table><tr><td>Micro-level field;</td><td>1715</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of materials chemistry c; chemical communications; dyes and pigments; rsc advances; angewandte chemie-international edition</td></tr><tr><td>Terms;</td><td>aggregation induced emission; emission; aie; room temperature phosphorescence; tetraphenylethene</td></tr></table>"	0.3002	-0.6336	3	6
1722	1722	"<table><tr><td>Micro-level field;</td><td>1722</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>energy and buildings; applied thermal engineering; renewable energy; geothermics; energies</td></tr><tr><td>Terms;</td><td>ground source heat pump system; borehole heat exchanger; ground; soil; energy pile</td></tr></table>"	0.5797	-0.1253	3	5
1756	1756	"<table><tr><td>Micro-level field;</td><td>1756</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of the american chemical society; angewandte chemie-international edition; nano letters; acs nano; chemical communications</td></tr><tr><td>Terms;</td><td>dna origami; dna nanostructures; self assembly; dna nanotechnology; immuno pcr</td></tr></table>"	0.2035	-0.5255	3	44
1774	1774	"<table><tr><td>Micro-level field;</td><td>1774</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>synthetic metals; acs applied materials & interfaces; electrochimica acta; organic electronics; rsc advances</td></tr><tr><td>Terms;</td><td>organic electrochemical transistor; thermoelectric property; electrochromic polymer; pedotpss film</td></tr></table>"	0.532	-0.5902	3	17
1606	1606	"<table><tr><td>Micro-level field;</td><td>1606</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>nordic pulp & paper research journal; tappi journal; appita journal; bioresources; journal of pulp and paper science</td></tr><tr><td>Terms;</td><td>paperboard; coated paper; colloidal substance; akd; printability</td></tr></table>"	0.3578	-0.481	3	3
1633	1633	"<table><tr><td>Micro-level field;</td><td>1633</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; journal of lightwave technology; optics express; ieee photonics journal; optics communications</td></tr><tr><td>Terms;</td><td>visible light communication; vlc; vlc system; optical camera communication; image sensor</td></tr></table>"	0.8873	0.3867	5	1
1647	1647	"<table><tr><td>Micro-level field;</td><td>1647</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of biological chemistry; plos one; development; blood; cancer research</td></tr><tr><td>Terms;</td><td>alagille syndrome; notch1; notch ligand; notch receptor; jagged1</td></tr></table>"	-0.8694	-0.197	2	28
